comp,dale,year,hexp,hc3,country,oecd,gini,geff,voice,tropics,popden,pubthe,gdpc,ncountry
58.8348,42.6994,1994,35.8804,4.34954,70,0,0.444238,-1.204,-1.389,1,15.4514,57.2,2540.02,70
59.2899,43.1596,1995,39.9714,4.4363,70,0,0.444238,-1.204,-1.389,1,15.4514,57.2,2540.02,70
59.7444,43.6196,1996,69.574,4.53345,70,0,0.444238,-1.204,-1.389,1,15.4514,57.2,2540.02,70
60.1983,44.0792,1997,88.9006,4.63273,70,0,0.444238,-1.204,-1.389,1,15.4514,57.2,2540.02,70
90.0381,72.2634,1993,699.165,8.2212,71,1,0.3168,0.56,1.075,0,80.1256,65.8,12081.3,71
90.1769,72.3981,1994,767.627,8.28297,71,1,0.3168,0.56,1.075,0,80.1256,65.8,12081.3,71
90.2867,72.5048,1995,815.388,8.34374,71,1,0.3168,0.56,1.075,0,80.1256,65.8,12081.3,71
90.3966,72.6114,1996,940.982,8.40349,71,1,0.3168,0.56,1.075,0,80.1256,65.8,12081.3,71
90.52,72.7312,1997,966.507,8.46223,71,1,0.3168,0.56,1.075,0,80.1256,65.8,12081.3,71
70.5125,52.6771,1993,109.092,3.22548,73,0,0.5695,-0.225,-0.565,1,97.5897,62.5,3597.94,73
70.8837,53.0822,1994,103.623,3.2903,73,0,0.5695,-0.225,-0.565,1,97.5897,62.5,3597.94,73
71.2559,53.4872,1995,95.3642,3.3567,73,0,0.5695,-0.225,-0.565,1,97.5897,62.5,3597.94,73
71.629,53.8921,1996,77.9349,3.43479,73,0,0.5695,-0.225,-0.565,1,97.5897,62.5,3597.94,73
72.0032,54.2969,1997,86.3506,3.51383,73,0,0.5695,-0.225,-0.565,1,97.5897,62.5,3597.94,73
70.1279,59.2174,1993,74.4963,5.83941,74,0,0.3844,0.009,1.01,1,4.03159,79.1,2526.08,74
70.3535,59.4811,1994,81.911,5.89225,74,0,0.3844,0.009,1.01,1,4.03159,79.1,2526.08,74
70.5766,59.7445,1995,85.5924,5.94579,74,0,0.3844,0.009,1.01,1,4.03159,79.1,2526.08,74
70.7971,60.0077,1996,121.919,6.03656,74,0,0.3844,0.009,1.01,1,4.03159,79.1,2526.08,74
71.0152,60.2705,1997,128.83,6.12696,74,0,0.3844,0.009,1.01,1,4.03159,79.1,2526.08,74
66.5234,59.5873,1993,157.347,4.38093,75,0,0.5154,-0.409,-0.055,1,53.1067,36.0,2090.62,75
66.8234,59.9778,1994,138.681,4.4413,75,0,0.5154,-0.409,-0.055,1,53.1067,36.0,2090.62,75
67.1145,60.3678,1995,148.435,4.50256,75,0,0.5154,-0.409,-0.055,1,53.1067,36.0,2090.62,75
67.3972,60.7574,1996,151.664,4.58924,75,0,0.5154,-0.409,-0.055,1,53.1067,36.0,2090.62,75
67.6716,61.1465,1997,156.796,4.67632,75,0,0.5154,-0.409,-0.055,1,53.1067,36.0,2090.62,75
84.4845,66.73,1993,301.736,8.6076,76,0,0.2599,0.15,-0.323,0,73.833,79.7,5075.51,76
84.5786,66.8225,1994,310.45,8.51332,76,0,0.2599,0.15,-0.323,0,73.833,79.7,5075.51,76
84.6727,66.915,1995,375.456,8.42218,76,0,0.2599,0.15,-0.323,0,73.833,79.7,5075.51,76
84.7686,67.0092,1996,404.139,8.34657,76,0,0.2599,0.15,-0.323,0,73.833,79.7,5075.51,76
84.8933,67.1317,1997,411.116,8.26118,76,0,0.2599,0.15,-0.323,0,73.833,79.7,5075.51,76
62.4847,44.9078,1993,58.5636,3.1753,77,0,0.4642,-1.232,-0.709,1,275.884,33.6,1186.75,77
62.5686,44.9984,1994,51.3762,3.25804,77,0,0.4642,-1.232,-0.709,1,275.884,33.6,1186.75,77
62.6526,45.0892,1995,59.6242,3.34304,77,0,0.4642,-1.232,-0.709,1,275.884,33.6,1186.75,77
62.7366,45.1799,1996,56.3162,3.41734,77,0,0.4642,-1.232,-0.709,1,275.884,33.6,1186.75,77
62.8207,45.2707,1997,54.5905,3.49245,77,0,0.4642,-1.232,-0.709,1,275.884,33.6,1186.75,77
82.0611,63.0449,1993,344.785,9.09226,78,1,0.285,0.606,1.198,0,109.055,84.9,7037.54,78
82.2373,63.2144,1994,381.998,9.13911,78,1,0.285,0.606,1.198,0,109.055,84.9,7037.54,78
82.5074,63.4737,1995,382.274,9.18485,78,1,0.285,0.606,1.198,0,109.055,84.9,7037.54,78
82.8878,63.8375,1996,375.382,9.2295,78,1,0.285,0.606,1.198,0,109.055,84.9,7037.54,78
83.3659,64.2928,1997,372.99,9.27307,78,1,0.285,0.606,1.198,0,109.055,84.9,7037.54,78
71.9504,57.653,1993,48.2608,4.98888,79,0,0.3487,-0.528,-1.165,1,10383.5,36.8,3307.61,79
72.4358,58.1761,1994,51.0472,5.12625,79,0,0.3487,-0.528,-1.165,1,10383.5,36.8,3307.61,79
72.9171,58.699,1995,57.3758,5.26769,79,0,0.3487,-0.528,-1.165,1,10383.5,36.8,3307.61,79
73.3944,59.2216,1996,57.6648,5.35747,79,0,0.3487,-0.528,-1.165,1,10383.5,36.8,3307.61,79
73.8677,59.7439,1997,56.2293,5.44726,79,0,0.3487,-0.528,-1.165,1,10383.5,36.8,3307.61,79
68.4262,51.4157,1993,71.3253,4.50922,80,0,0.3558,-0.264,0.498,0,29313.1,13.0,1622.57,80
68.8511,51.8695,1994,75.6955,4.66422,80,0,0.3558,-0.264,0.498,0,29313.1,13.0,1622.57,80
69.2773,52.3243,1995,77.412,4.82464,80,0,0.3558,-0.264,0.498,0,29313.1,13.0,1622.57,80
69.7046,52.7802,1996,81.5683,4.90667,80,0,0.3558,-0.264,0.498,0,29313.1,13.0,1622.57,80
70.1333,53.2372,1997,84.3738,4.98889,80,0,0.3558,-0.264,0.498,0,29313.1,13.0,1622.57,80
1.0,69.3445,1993,1014.15,8.22893,81,1,0.3464,1.361,1.501,0,34.92,77.3,19471.6,81
90.0043,69.6198,1994,1045.99,8.29449,81,1,0.3464,1.361,1.501,0,34.92,77.3,19471.6,81
90.1341,69.7344,1995,1119.61,8.35884,81,1,0.3464,1.361,1.501,0,34.92,77.3,19471.6,81
90.264,69.849,1996,1011.02,8.42196,81,1,0.3464,1.361,1.501,0,34.92,77.3,19471.6,81
90.2319,69.8207,1997,1207.24,8.48386,81,1,0.3464,1.361,1.501,0,34.92,77.3,19471.6,81
70.8166,58.8341,1993,171.393,4.24051,82,0,0.3679,-0.339,-0.559,0,3761.5,42.8,4552.37,82
71.2013,59.2712,1994,189.979,4.36074,82,0,0.3679,-0.339,-0.559,0,3761.5,42.8,4552.37,82
71.5819,59.7096,1995,184.242,4.48452,82,0,0.3679,-0.339,-0.559,0,3761.5,42.8,4552.37,82
71.9585,60.1492,1996,176.39,4.57031,82,0,0.3679,-0.339,-0.559,0,3761.5,42.8,4552.37,82
72.3312,60.5901,1997,200.304,4.65651,82,0,0.3679,-0.339,-0.559,0,3761.5,42.8,4552.37,82
70.8378,57.7986,1993,127.022,4.38131,83,0,0.334725,-1.883,-1.753,0,506.022,58.9,2593.69,83
70.3581,57.2812,1994,115.348,4.50513,83,0,0.334725,-1.883,-1.753,0,506.022,58.9,2593.69,83
69.8754,56.767,1995,106.627,4.63245,83,0,0.334725,-1.883,-1.753,0,506.022,58.9,2593.69,83
69.3898,56.2558,1996,100.238,4.71857,83,0,0.334725,-1.883,-1.753,0,506.022,58.9,2593.69,83
68.9013,55.7477,1997,108.935,4.80502,83,0,0.334725,-1.883,-1.753,0,506.022,58.9,2593.69,83
90.6727,70.6584,1993,1652.12,8.33736,84,1,0.285139,1.504,1.447,0,2.93969,83.8,22336.8,84
90.7873,70.7609,1994,1657.43,8.40072,84,1,0.285139,1.504,1.447,0,2.93969,83.8,22336.8,84
90.9021,70.8634,1995,1682.43,8.46288,84,1,0.285139,1.504,1.447,0,2.93969,83.8,22336.8,84
90.9549,70.9107,1996,1736.04,8.52382,84,1,0.285139,1.504,1.447,0,2.93969,83.8,22336.8,84
91.0078,70.9579,1997,1764.61,8.58354,84,1,0.285139,1.504,1.447,0,2.93969,83.8,22336.8,84
89.6206,69.864,1993,1186.24,9.50162,85,0,0.3434,0.685,1.083,0,278.597,75.0,17019.2,85
89.8401,70.0622,1994,1348.8,9.53849,85,0,0.3434,0.685,1.083,0,278.597,75.0,17019.2,85
90.0598,70.2604,1995,1389.22,9.57439,85,0,0.3434,0.685,1.083,0,278.597,75.0,17019.2,85
90.2797,70.4586,1996,1569.69,9.60932,85,0,0.3434,0.685,1.083,0,278.597,75.0,17019.2,85
90.4999,70.6568,1997,1821.05,9.64332,85,0,0.3434,0.685,1.083,0,278.597,75.0,17019.2,85
90.3646,72.0525,1993,1528.63,6.75479,86,1,0.26492,0.773,1.287,0,1862.07,57.1,19629.7,86
90.5967,72.2733,1994,1522.27,6.83997,86,1,0.26492,0.773,1.287,0,1862.07,57.1,19629.7,86
90.829,72.4942,1995,1448.86,6.92438,86,1,0.26492,0.773,1.287,0,1862.07,57.1,19629.7,86
91.0616,72.7152,1996,1822.26,7.00797,86,1,0.26492,0.773,1.287,0,1862.07,57.1,19629.7,86
91.2943,72.9363,1997,1825.56,7.09071,86,1,0.26492,0.773,1.287,0,1862.07,57.1,19629.7,86
77.3559,66.6295,1993,183.016,4.83331,87,0,0.3965,-0.484,0.75,1,231.267,56.5,3522.98,87
77.4917,66.8142,1994,183.239,4.86529,87,0,0.3965,-0.484,0.75,1,231.267,56.5,3522.98,87
77.6271,66.9989,1995,171.045,4.89773,87,0,0.3965,-0.484,0.75,1,231.267,56.5,3522.98,87
77.7619,67.1834,1996,196.048,4.94395,87,0,0.3965,-0.484,0.75,1,231.267,56.5,3522.98,87
77.8963,67.3679,1997,211.379,5.03521,87,0,0.3965,-0.484,0.75,1,231.267,56.5,3522.98,87
75.897,59.1279,1993,125.466,6.1971,88,0,0.3494,0.63,0.153,0,49.3423,67.2,3431.33,88
76.1224,59.3653,1994,134.47,6.28533,88,0,0.3494,0.63,0.153,0,49.3423,67.2,3431.33,88
76.3482,59.603,1995,137.969,6.37307,88,0,0.3494,0.63,0.153,0,49.3423,67.2,3431.33,88
76.5746,59.8411,1996,169.926,6.46029,88,0,0.3494,0.63,0.153,0,49.3423,67.2,3431.33,88
76.8015,60.0795,1997,178.429,6.54693,88,0,0.3494,0.63,0.153,0,49.3423,67.2,3431.33,88
92.675,74.1003,1993,1539.03,9.12641,89,1,0.2397,0.839,1.163,0,335.97,80.2,24691.8,89
92.8763,74.29,1994,1590.49,9.17291,89,1,0.2397,0.839,1.163,0,335.97,80.2,24691.8,89
93.0675,74.4699,1995,1677.09,9.21828,89,1,0.2397,0.839,1.163,0,335.97,80.2,24691.8,89
93.2585,74.6496,1996,1732.96,9.26254,89,1,0.2397,0.839,1.163,0,335.97,80.2,24691.8,89
93.4472,74.8271,1997,1753.12,9.3057,89,1,0.2397,0.839,1.163,0,335.97,80.2,24691.8,89
80.8582,58.3751,1993,121.618,6.9066,90,0,0.3428,-0.824,-0.712,0,579.173,63.6,3277.51,90
80.1632,57.6738,1994,124.278,6.99777,90,0,0.3428,-0.824,-0.712,0,579.173,63.6,3277.51,90
79.6535,57.1464,1995,129.458,7.08791,90,0,0.3428,-0.824,-0.712,0,579.173,63.6,3277.51,90
79.3466,56.8231,1996,127.436,7.0477,90,0,0.3428,-0.824,-0.712,0,579.173,63.6,3277.51,90
79.044,56.4999,1997,127.823,7.00788,90,0,0.3428,-0.824,-0.712,0,579.173,63.6,3277.51,90
66.2557,42.0247,1993,53.721,4.00264,91,0,0.4274,-0.899,-0.701,1,49.8693,64.1,1255.19,91
65.802,41.3409,1994,53.6607,4.10369,91,0,0.4274,-0.899,-0.701,1,49.8693,64.1,1255.19,91
65.3516,40.6573,1995,55.8669,4.20746,91,0,0.4274,-0.899,-0.701,1,49.8693,64.1,1255.19,91
64.9043,39.9737,1996,57.9909,4.29145,91,0,0.4274,-0.899,-0.701,1,49.8693,64.1,1255.19,91
64.4599,39.2902,1997,57.7387,4.37599,91,0,0.4274,-0.899,-0.701,1,49.8693,64.1,1255.19,91
84.4212,64.1314,1993,620.907,10.4742,96,1,0.3054,0.409,1.002,0,477.315,37.8,12821.7,96
84.756,64.4366,1994,635.814,10.5443,96,1,0.3054,0.409,1.002,0,477.315,37.8,12821.7,96
85.0923,64.7418,1995,684.349,10.6155,96,1,0.3054,0.409,1.002,0,477.315,37.8,12821.7,96
85.43,65.0472,1996,809.814,10.6309,96,1,0.3054,0.409,1.002,0,477.315,37.8,12821.7,96
85.769,65.3526,1997,859.054,10.6458,96,1,0.3054,0.409,1.002,0,477.315,37.8,12821.7,96
81.5908,62.6263,1993,436.54,6.36034,97,0,0.3679,-0.063,0.0,0,106.233,87.4,18524.4,97
81.7464,62.777,1994,432.932,6.58068,97,0,0.3679,-0.063,0.0,0,106.233,87.4,18524.4,97
81.9022,62.9275,1995,430.748,6.80912,97,0,0.3679,-0.063,0.0,0,106.233,87.4,18524.4,97
82.0579,63.0778,1996,438.251,6.89425,97,0,0.3679,-0.063,0.0,0,106.233,87.4,18524.4,97
82.2138,63.2279,1997,611.304,6.97856,97,0,0.3679,-0.063,0.0,0,106.233,87.4,18524.4,97
74.6896,59.4123,1993,90.5817,6.5036,99,0,0.3679,0.174,-0.404,0,402.436,29.6,5555.69,99
74.9494,59.6932,1994,115.979,6.56959,99,0,0.3679,0.174,-0.404,0,402.436,29.6,5555.69,99
75.2096,59.975,1995,138.158,6.63232,99,0,0.3679,0.174,-0.404,0,402.436,29.6,5555.69,99
75.4699,60.2576,1996,140.578,6.70472,99,0,0.3679,0.174,-0.404,0,402.436,29.6,5555.69,99
75.7305,60.541,1997,561.125,6.76984,99,0,0.3679,0.174,-0.404,0,402.436,29.6,5555.69,99
76.3818,61.755,1993,69.9888,6.13922,103,0,0.3324,-0.612,-0.157,1,281.03,45.4,2557.6,103
76.5997,61.9976,1994,75.2013,6.19512,103,0,0.3324,-0.612,-0.157,1,281.03,45.4,2557.6,103
76.8173,62.2405,1995,78.2884,6.25159,103,0,0.3324,-0.612,-0.157,1,281.03,45.4,2557.6,103
77.0347,62.4837,1996,80.4185,6.34019,103,0,0.3324,-0.612,-0.157,1,281.03,45.4,2557.6,103
77.252,62.7271,1997,76.728,6.42826,103,0,0.3324,-0.612,-0.157,1,281.03,45.4,2557.6,103
56.892,37.6869,1993,100.58,3.71287,104,0,0.5377,-0.462,-0.146,0,66.3527,72.6,1796.06,104
56.732,37.5056,1994,106.846,3.75653,104,0,0.5377,-0.462,-0.146,0,66.3527,72.6,1796.06,104
56.5721,37.3243,1995,104.79,3.80072,104,0,0.5377,-0.462,-0.146,0,66.3527,72.6,1796.06,104
56.4122,37.143,1996,113.917,3.88407,104,0,0.5377,-0.462,-0.146,0,66.3527,72.6,1796.06,104
56.2523,36.9617,1997,100.58,3.96822,104,0,0.5377,-0.462,-0.146,0,66.3527,72.6,1796.06,104
80.0941,63.2154,1993,186.144,8.04131,105,0,0.3127,0.127,0.767,0,57.5333,75.7,4518.35,105
79.9876,63.1054,1994,219.122,8.11559,105,0,0.3127,0.127,0.767,0,57.5333,75.7,4518.35,105
80.0335,63.1528,1995,212.077,8.18847,105,0,0.3127,0.127,0.767,0,57.5333,75.7,4518.35,105
80.3444,63.4736,1996,221.36,8.25992,105,0,0.3127,0.127,0.767,0,57.5333,75.7,4518.35,105
81.0436,64.1941,1997,234.954,8.32995,105,0,0.3127,0.127,0.767,0,57.5333,75.7,4518.35,105
91.095,70.5732,1993,1612.04,8.64661,106,1,0.2609,1.674,1.461,0,159.738,91.4,30264.3,106
91.3328,70.7819,1994,1605.22,8.86138,106,1,0.2609,1.674,1.461,0,159.738,91.4,30264.3,106
91.5709,70.9906,1995,1695.12,9.08148,106,1,0.2609,1.674,1.461,0,159.738,91.4,30264.3,106
91.8093,71.1994,1996,1747.92,9.30705,106,1,0.2609,1.674,1.461,0,159.738,91.4,30264.3,106
91.9982,71.3647,1997,1997.44,9.53823,106,1,0.2609,1.674,1.461,0,159.738,91.4,30264.3,106
76.9795,61.3319,1993,164.518,8.76981,107,0,0.3117,0.068,0.625,0,38.5148,61.0,4039.25,107
76.8444,61.1865,1994,207.462,8.82866,107,0,0.3117,0.068,0.625,0,38.5148,61.0,4039.25,107
76.843,61.1849,1995,237.068,8.88611,107,0,0.3117,0.068,0.625,0,38.5148,61.0,4039.25,107
77.0989,61.4607,1996,270.076,8.95467,107,0,0.3117,0.068,0.625,0,38.5148,61.0,4039.25,107
77.8281,62.2477,1997,246.394,8.93687,107,0,0.3117,0.068,0.625,0,38.5148,61.0,4039.25,107
73.9541,57.4125,1993,150.824,2.14811,108,0,0.3821,0.267,-0.24,0,40.5092,40.7,3006.09,108
74.3872,57.8714,1994,163.536,2.20941,108,0,0.3821,0.267,-0.24,0,40.5092,40.7,3006.09,108
74.8219,58.332,1995,152.943,2.25315,108,0,0.3821,0.267,-0.24,0,40.5092,40.7,3006.09,108
75.2584,58.7943,1996,168.586,2.28278,108,0,0.3821,0.267,-0.24,0,40.5092,40.7,3006.09,108
75.6965,59.2582,1997,159.322,2.30829,108,0,0.3821,0.267,-0.24,0,40.5092,40.7,3006.09,108
76.6836,62.2161,1993,122.164,7.78493,110,0,0.3322,-0.46,0.161,0,128.404,75.1,1607.09,110
76.3849,61.8817,1994,131.346,7.8638,110,0,0.3322,-0.46,0.161,0,128.404,75.1,1607.09,110
76.1266,61.5934,1995,127.71,7.9413,110,0,0.3322,-0.46,0.161,0,128.404,75.1,1607.09,110
75.9706,61.4196,1996,139.519,8.01743,110,0,0.3322,-0.46,0.161,0,128.404,75.1,1607.09,110
76.1384,61.6065,1997,133.388,8.09216,110,0,0.3322,-0.46,0.161,0,128.404,75.1,1607.09,110
65.0053,50.811,1993,162.625,4.32378,112,0,0.343567,-0.0612434,-0.909,1,2426.38,63.9,3011.16,112
65.777,51.5652,1994,187.738,4.45656,112,0,0.343567,-0.0612434,-0.909,1,2426.38,63.9,3011.16,112
66.5384,52.316,1995,226.899,4.59129,112,0,0.343567,-0.0612434,-0.909,1,2426.38,63.9,3011.16,112
67.289,53.0633,1996,244.276,5.15141,112,0,0.343567,-0.0612434,-0.909,1,2426.38,63.9,3011.16,112
68.0282,53.8068,1997,246.915,5.65413,112,0,0.343567,-0.0612434,-0.909,1,2426.38,63.9,3011.16,112
80.3652,64.3193,1993,436.611,7.19967,113,1,0.513,0.179,-0.108,1,4771.6,41.0,7480.27,113
80.582,64.5493,1994,447.7,7.36585,113,1,0.513,0.179,-0.108,1,4771.6,41.0,7480.27,113
80.7987,64.7791,1995,399.066,7.5362,113,1,0.513,0.179,-0.108,1,4771.6,41.0,7480.27,113
81.0153,65.0088,1996,384.099,7.6118,113,1,0.513,0.179,-0.108,1,4771.6,41.0,7480.27,113
81.2317,65.2382,1997,418.895,7.68636,113,1,0.513,0.179,-0.108,1,4771.6,41.0,7480.27,113
52.0764,31.6596,1993,18.634,0.93875,116,0,0.4836,-0.052,0.415,1,819.941,45.8,802.349,116
52.3775,32.0087,1994,25.1893,0.957586,116,0,0.4836,-0.052,0.415,1,819.941,45.8,802.349,116
52.6786,32.3577,1995,25.3392,0.976901,116,0,0.4836,-0.052,0.415,1,819.941,45.8,802.349,116
52.9799,32.7067,1996,26.3111,1.00665,116,0,0.4836,-0.052,0.415,1,819.941,45.8,802.349,116
53.2811,33.0557,1997,33.6987,1.03719,116,0,0.4836,-0.052,0.415,1,819.941,45.8,802.349,116
86.9662,69.8993,1993,709.671,5.31827,117,0,0.285139,0.629,1.413,0,1128.16,58.9,12013.2,117
87.2271,70.1608,1994,716.724,5.45103,117,0,0.285139,0.629,1.413,0,1128.16,58.9,12013.2,117
87.4086,70.3427,1995,717.428,5.59526,117,0,0.285139,0.629,1.413,0,1128.16,58.9,12013.2,117
87.5901,70.5246,1996,750.865,5.76351,117,0,0.285139,0.629,1.413,0,1128.16,58.9,12013.2,117
87.7717,70.7064,1997,756.83,5.92204,117,0,0.285139,0.629,1.413,0,1128.16,58.9,12013.2,117
50.7678,49.6739,1993,37.4001,2.6944,118,0,0.343567,-1.461,-1.748,1,66.5507,12.6,3050.58,118
51.4951,50.1623,1994,59.0554,2.76319,118,0,0.343567,-1.461,-1.748,1,66.5507,12.6,3050.58,118
52.2091,50.6518,1995,63.406,2.83312,118,0,0.343567,-1.461,-1.748,1,66.5507,12.6,3050.58,118
52.9091,51.1422,1996,62.4727,2.90418,118,0,0.343567,-1.461,-1.748,1,66.5507,12.6,3050.58,118
53.5943,51.6338,1997,79.3151,2.97637,118,0,0.343567,-1.461,-1.748,1,66.5507,12.6,3050.58,118
49.5226,33.1626,1993,32.6124,0.975763,120,0,0.3796,-0.331,-0.172,1,21.3299,71.3,856.003,120
49.8017,33.4441,1994,41.5377,0.995235,120,0,0.3796,-0.331,-0.172,1,21.3299,71.3,856.003,120
50.0808,33.7256,1995,42.2195,1.01517,120,0,0.3796,-0.331,-0.172,1,21.3299,71.3,856.003,120
50.3599,34.007,1996,45.6829,1.0463,120,0,0.3796,-0.331,-0.172,1,21.3299,71.3,856.003,120
50.6389,34.2885,1997,49.6482,1.07827,120,0,0.3796,-0.331,-0.172,1,21.3299,71.3,856.003,120
55.5401,39.7156,1993,66.8754,2.57517,121,0,0.3758,-0.656,-0.971,1,236.204,30.3,1305.09,121
55.9637,40.1369,1994,68.0432,2.64359,121,0,0.3758,-0.656,-0.971,1,236.204,30.3,1305.09,121
56.3868,40.5579,1995,64.2497,2.70646,121,0,0.3758,-0.656,-0.971,1,236.204,30.3,1305.09,121
56.8094,40.9787,1996,74.4639,2.75113,121,0,0.3758,-0.656,-0.971,1,236.204,30.3,1305.09,121
57.2315,41.3992,1997,73.0852,2.79338,121,0,0.3758,-0.656,-0.971,1,236.204,30.3,1305.09,121
75.3161,57.3678,1993,263.878,5.85007,122,0,0.444238,0.172,1.012,1,864.458,52.9,8224.58,122
75.5312,57.5944,1994,270.671,5.94333,122,0,0.444238,0.172,1.012,1,864.458,52.9,8224.58,122
75.7456,57.8196,1995,273.531,6.03826,122,0,0.444238,0.172,1.012,1,864.458,52.9,8224.58,122
75.9592,58.0435,1996,332.907,6.12651,122,0,0.444238,0.172,1.012,1,864.458,52.9,8224.58,122
76.1722,58.2662,1997,287.86,6.21438,122,0,0.444238,0.172,1.012,1,864.458,52.9,8224.58,122
53.37,30.3462,1993,44.9867,2.85435,123,0,0.441193,-0.625,0.062,1,108.793,59.2,850.295,123
53.1827,30.1079,1994,46.8839,2.89376,123,0,0.441193,-0.625,0.062,1,108.793,59.2,850.295,123
52.9954,29.8697,1995,39.188,2.93383,123,0,0.441193,-0.625,0.062,1,108.793,59.2,850.295,123
52.8082,29.6314,1996,44.7902,3.00483,123,0,0.441193,-0.625,0.062,1,108.793,59.2,850.295,123
52.6211,29.3931,1997,49.3171,3.07684,123,0,0.441193,-0.625,0.062,1,108.793,59.2,850.295,123
80.3135,60.7521,1993,169.295,6.23473,124,0,0.4657,0.714,-0.144,1,66.4015,57.6,8580.12,124
80.5584,60.9913,1994,166.111,6.30129,124,0,0.4657,0.714,-0.144,1,66.4015,57.6,8580.12,124
80.7208,61.1495,1995,177.265,6.3687,124,0,0.4657,0.714,-0.144,1,66.4015,57.6,8580.12,124
80.8612,61.2858,1996,195.996,6.45443,124,0,0.4657,0.714,-0.144,1,66.4015,57.6,8580.12,124
81.0019,61.4222,1997,205.923,6.53962,124,0,0.4657,0.714,-0.144,1,66.4015,57.6,8580.12,124
59.8585,36.4286,1993,364.499,3.9444,125,0,0.441193,0.044,0.473,1,1.98274,51.7,4135.5,125
59.7068,36.2219,1994,362.476,4.02849,125,0,0.441193,0.044,0.473,1,1.98274,51.7,4135.5,125
59.5552,36.0153,1995,327.768,4.11317,125,0,0.441193,0.044,0.473,1,1.98274,51.7,4135.5,125
59.4037,35.8086,1996,308.131,4.19838,125,0,0.441193,0.044,0.473,1,1.98274,51.7,4135.5,125
59.2524,35.602,1997,310.163,4.28408,125,0,0.441193,0.044,0.473,1,1.98274,51.7,4135.5,125
49.8996,28.3801,1993,26.9549,0.92714,126,0,0.4881,-1.387,-0.744,1,828.44,46.6,766.525,126
50.0549,28.5647,1994,31.724,0.964241,126,0,0.4881,-1.387,-0.744,1,828.44,46.6,766.525,126
50.2103,28.7492,1995,25.355,1.00299,126,0,0.4881,-1.387,-0.744,1,828.44,46.6,766.525,126
50.3656,28.9338,1996,34.575,1.03341,126,0,0.4881,-1.387,-0.744,1,828.44,46.6,766.525,126
50.521,29.1183,1997,26.8284,1.06463,126,0,0.4881,-1.387,-0.744,1,828.44,46.6,766.525,126
49.3674,36.0301,1993,27.5593,3.54132,127,0,0.4809,-1.321,-1.234,1,130.545,28.2,1135.3,127
49.9625,36.5728,1994,24.5863,3.66751,127,0,0.4809,-1.321,-1.234,1,130.545,28.2,1135.3,127
50.557,37.1154,1995,25.5678,3.76787,127,0,0.4809,-1.321,-1.234,1,130.545,28.2,1135.3,127
51.1507,37.6578,1996,25.9214,3.85188,127,0,0.4809,-1.321,-1.234,1,130.545,28.2,1135.3,127
51.7436,38.2002,1997,35.1942,3.92648,127,0,0.4809,-1.321,-1.234,1,130.545,28.2,1135.3,127
72.328,56.0307,1993,125.994,3.81023,128,0,0.4814,-0.547,0.069,1,39.3633,53.3,1872.27,128
72.8272,56.5596,1994,127.461,3.85478,128,0,0.4814,-0.547,0.069,1,39.3633,53.3,1872.27,128
73.3247,57.0872,1995,133.915,3.89992,128,0,0.4814,-0.547,0.069,1,39.3633,53.3,1872.27,128
73.8205,57.6133,1996,157.758,3.985,128,0,0.4814,-0.547,0.069,1,39.3633,53.3,1872.27,128
74.3146,58.1382,1997,149.782,4.07085,128,0,0.4814,-0.547,0.069,1,39.3633,53.3,1872.27,128
91.2974,71.9363,1993,1800.41,8.89724,129,1,0.3136,2.03,1.607,0,373.753,70.7,21614.3,129
91.4065,72.0362,1994,1785.98,8.94894,129,1,0.3136,2.03,1.607,0,373.753,70.7,21614.3,129
91.5104,72.1312,1995,1817.03,8.99948,129,1,0.3136,2.03,1.607,0,373.753,70.7,21614.3,129
91.5925,72.2063,1996,1785.42,9.04885,129,1,0.3136,2.03,1.607,0,373.753,70.7,21614.3,129
91.6238,72.2349,1997,1902.06,9.09707,129,1,0.3136,2.03,1.607,0,373.753,70.7,21614.3,129
91.1692,70.9535,1993,1761.33,8.19019,130,1,0.2507,1.666,1.654,0,14.3934,82.0,26092.3,130
91.4391,71.1929,1994,1824.19,8.25621,130,1,0.2507,1.666,1.654,0,14.3934,82.0,26092.3,130
91.7063,71.4296,1995,1908.37,8.32102,130,1,0.2507,1.666,1.654,0,14.3934,82.0,26092.3,130
91.9738,71.6664,1996,1952.45,8.38464,130,1,0.2507,1.666,1.654,0,14.3934,82.0,26092.3,130
92.1976,71.8644,1997,1696.0,8.44704,130,1,0.2507,1.666,1.654,0,14.3934,82.0,26092.3,130
56.7152,47.2618,1993,42.5655,1.94594,131,0,0.3516,-1.038,0.047,0,149.713,26.0,1102.67,131
57.4053,47.8197,1994,43.9063,2.071,131,0,0.3516,-1.038,0.047,0,149.713,26.0,1102.67,131
58.089,48.3778,1995,44.3198,2.20426,131,0,0.3516,-1.038,0.047,0,149.713,26.0,1102.67,131
58.7661,48.9361,1996,36.8821,2.25913,131,0,0.3516,-1.038,0.047,0,149.713,26.0,1102.67,131
59.436,49.4946,1997,40.7988,2.31488,131,0,0.3516,-1.038,0.047,0,149.713,26.0,1102.67,131
88.798,68.2698,1993,1225.77,11.22,133,1,0.29035,1.571,1.457,0,13.9073,71.7,17038.7,133
89.1157,68.5495,1994,1276.52,11.22,133,1,0.29035,1.571,1.457,0,13.9073,71.7,17038.7,133
