personid,age,tenure,grosswage,children,bedroom,commute,men,married,volunteer,high_educ,WFHShare,calls
38034,19.0,11.0,1.8545834,no,yes,40.0,1.0,0.0,0.0,0.0,,
38036,18.0,11.0,1.9276143,no,yes,120.0,1.0,0.0,1.0,0.0,0.65656567,513.0
38038,35.0,11.0,3.7505789,yes,yes,50.0,1.0,1.0,1.0,1.0,0.6969697,303.0
38040,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0,0.9444444,550.0
38042,20.0,11.0,2.1565979,no,yes,180.0,0.0,0.0,1.0,0.0,0.030303031,387.0
38044,19.0,11.0,2.009211,no,no,165.0,1.0,0.0,0.0,0.0,,
38046,21.0,11.0,2.523261,no,yes,180.0,0.0,0.0,1.0,0.0,0.56565654,527.0
38048,19.0,11.0,2.4725711,no,no,120.0,0.0,0.0,1.0,0.0,0.121212125,327.0
38050,23.0,11.0,3.8327944,no,no,200.0,1.0,0.0,1.0,0.0,0.9141414,705.0
38052,18.0,11.0,2.0711598,no,yes,90.0,0.0,0.0,1.0,0.0,0.9040404,366.0
38068,18.0,11.0,2.1992757,no,no,160.0,1.0,0.0,0.0,0.0,,
38070,18.0,11.0,2.1282835,no,yes,180.0,0.0,0.0,1.0,0.0,0.23232323,176.0
38074,27.0,11.0,2.3509421,yes,yes,140.0,0.0,1.0,1.0,0.0,0.6818182,479.0
38076,23.0,11.0,3.7066898,no,yes,60.0,1.0,0.0,0.0,0.0,,
38078,18.0,11.0,2.1222112,no,yes,120.0,1.0,0.0,1.0,0.0,0.8989899,728.0
38274,21.0,11.0,2.527011,no,yes,80.0,0.0,0.0,1.0,0.0,0.21717171,536.0
38276,20.0,11.0,2.478949,no,no,25.0,0.0,0.0,1.0,1.0,0.6919192,659.0
38290,21.0,11.0,2.2940667,no,yes,20.0,0.0,0.0,1.0,1.0,0.6111111,325.0
38300,20.0,11.0,2.8186612,no,no,35.0,0.0,0.0,1.0,0.0,0.2777778,284.0
38302,22.0,11.0,2.4542255,no,no,30.0,0.0,0.0,0.0,0.0,,
38320,20.0,11.0,2.593081,no,no,40.0,0.0,0.0,1.0,0.0,0.7070707,231.0
38326,22.0,11.0,2.9208155,no,no,40.0,0.0,0.0,1.0,0.0,0.85858583,366.0
38552,23.0,10.0,3.5765367,no,yes,30.0,1.0,0.0,1.0,0.0,0.21717171,527.0
38566,22.0,10.0,2.6179056,no,yes,300.0,0.0,1.0,1.0,1.0,0.8888889,637.0
38580,22.0,10.0,3.1737044,no,yes,150.0,0.0,0.0,0.0,1.0,,
38592,23.0,10.0,2.6633444,no,yes,60.0,0.0,0.0,1.0,0.0,0.81313133,612.0
38712,22.0,10.0,2.408632,no,yes,60.0,0.0,0.0,1.0,0.0,0.5555556,534.0
38714,21.0,10.0,2.7004857,no,no,45.0,0.0,0.0,1.0,0.0,0.3939394,352.0
38716,23.0,10.0,2.5683677,no,no,20.0,0.0,0.0,1.0,0.0,0.97979796,696.0
38718,21.0,10.0,2.464209,no,no,40.0,0.0,0.0,0.0,1.0,,
38726,21.0,10.0,2.681281,no,no,50.0,0.0,0.0,1.0,0.0,0.85353535,514.0
38728,20.0,10.0,2.5049443,no,no,30.0,0.0,0.0,1.0,0.0,0.01010101,554.0
38730,21.0,10.0,2.5032923,no,yes,30.0,0.0,0.0,1.0,0.0,0.8080808,754.0
38732,21.0,10.0,2.507771,no,no,40.0,0.0,0.0,0.0,1.0,,
38736,22.0,10.0,2.534219,no,no,50.0,0.0,0.0,0.0,0.0,,
38738,21.0,10.0,2.7872367,no,no,50.0,0.0,0.0,1.0,0.0,0.025252525,14.0
38742,21.0,10.0,2.5002377,no,yes,60.0,0.0,0.0,1.0,1.0,0.11111111,44.0
38760,20.0,10.0,2.6375744,no,no,40.0,0.0,0.0,0.0,0.0,,
38762,21.0,10.0,2.976412,no,no,60.0,0.0,0.0,0.0,0.0,,
38768,20.0,10.0,2.5964656,no,no,20.0,0.0,0.0,0.0,1.0,,
38772,21.0,10.0,2.625809,no,no,30.0,0.0,0.0,1.0,1.0,0.24242425,480.0
38836,21.0,10.0,2.4412134,no,no,30.0,0.0,0.0,0.0,0.0,,
38840,21.0,10.0,2.555459,no,no,30.0,0.0,0.0,0.0,0.0,,
38842,19.0,10.0,2.0195177,no,yes,140.0,1.0,0.0,1.0,0.0,0.72727275,509.0
38848,21.0,10.0,2.5965521,no,no,35.0,0.0,0.0,0.0,0.0,,
38850,21.0,10.0,2.7639146,no,no,30.0,0.0,0.0,0.0,0.0,,
38854,24.0,10.0,2.4937277,no,no,24.0,0.0,0.0,0.0,0.0,,
38862,19.0,10.0,2.0092523,no,yes,20.0,0.0,0.0,1.0,0.0,0.24242425,607.0
38868,22.0,10.0,2.5090065,no,yes,93.0,1.0,0.0,0.0,1.0,,
38870,22.0,10.0,2.4790301,no,yes,40.0,1.0,0.0,0.0,1.0,,
38874,19.0,10.0,1.9677378,no,yes,240.0,1.0,0.0,0.0,0.0,,
38878,25.0,10.0,2.7521698,no,yes,180.0,0.0,0.0,1.0,1.0,0.2929293,417.0
38888,19.0,10.0,2.2233968,no,yes,240.0,0.0,0.0,0.0,0.0,,
38892,21.0,10.0,2.4173367,no,no,30.0,1.0,0.0,1.0,0.0,0.7979798,391.0
38896,18.0,10.0,2.0856776,no,yes,20.0,0.0,0.0,0.0,0.0,,
38898,22.0,10.0,2.329441,no,yes,30.0,0.0,0.0,1.0,1.0,0.27272728,616.0
39048,22.0,10.0,2.6040044,no,yes,50.0,1.0,0.0,0.0,0.0,,
39078,21.0,10.0,3.6236777,no,yes,41.0,0.0,0.0,1.0,0.0,0.90909094,610.0
39086,28.0,10.0,2.7991424,no,no,180.0,0.0,0.0,0.0,1.0,,
39088,19.0,10.0,2.0711377,no,yes,140.0,0.0,0.0,1.0,0.0,0.09090909,291.0
39094,22.0,10.0,2.432162,no,yes,60.0,1.0,0.0,0.0,1.0,,
39096,25.0,10.0,2.4575953,no,yes,200.0,1.0,0.0,1.0,0.0,0.3989899,405.0
39098,22.0,10.0,2.4851246,no,yes,90.0,0.0,0.0,0.0,0.0,,
39110,20.0,10.0,2.3530378,no,no,24.0,0.0,0.0,1.0,0.0,0.7777778,478.0
39112,18.0,10.0,2.1679168,no,yes,120.0,0.0,0.0,0.0,1.0,,
39114,20.0,10.0,2.340101,no,no,60.0,0.0,0.0,0.0,0.0,,
39116,18.0,10.0,2.320839,no,yes,90.0,0.0,0.0,0.0,1.0,,
39122,19.0,10.0,2.4148467,no,no,30.0,0.0,0.0,1.0,0.0,0.959596,477.0
39128,19.0,10.0,2.2685077,no,no,40.0,0.0,0.0,1.0,0.0,0.13131313,492.0
39136,18.0,10.0,2.141531,no,yes,300.0,0.0,0.0,0.0,0.0,,
39144,18.0,10.0,2.307771,no,yes,135.0,0.0,0.0,1.0,0.0,0.48989898,419.0
39150,25.0,10.0,2.8164222,no,no,30.0,0.0,0.0,1.0,0.0,0.82323235,533.0
39158,19.0,10.0,2.1642709,no,yes,60.0,0.0,0.0,1.0,0.0,0.5858586,542.0
39162,18.0,10.0,2.03595,no,no,100.0,0.0,0.0,1.0,0.0,0.7878788,515.0
39164,19.0,10.0,1.9574367,no,yes,60.0,1.0,0.0,0.0,0.0,,
39404,20.0,9.0,2.1452565,no,no,20.0,0.0,0.0,1.0,0.0,0.21212122,663.0
39420,18.0,9.0,2.2929022,no,no,30.0,0.0,0.0,1.0,0.0,0.9444444,605.0
39428,22.0,9.0,2.4581232,no,no,40.0,0.0,0.0,1.0,0.0,0.33333334,307.0
39430,22.0,9.0,2.5638165,no,yes,150.0,0.0,0.0,0.0,0.0,,
39440,21.0,9.0,2.3147888,no,no,35.0,0.0,0.0,0.0,0.0,,
39450,19.0,9.0,2.2553678,no,no,30.0,0.0,0.0,0.0,0.0,,
39454,18.0,9.0,2.1452613,no,no,40.0,0.0,0.0,0.0,0.0,,
39456,18.0,9.0,2.175831,no,no,20.0,0.0,0.0,1.0,0.0,0.6969697,212.0
39458,21.0,9.0,2.0327144,no,yes,180.0,1.0,0.0,1.0,0.0,0.030303031,231.0
39466,19.0,9.0,2.3777688,no,yes,90.0,0.0,0.0,1.0,0.0,0.6919192,759.0
39472,19.0,9.0,2.0287876,no,yes,40.0,0.0,0.0,1.0,0.0,0.989899,689.0
39474,20.0,9.0,2.31599,no,no,30.0,0.0,0.0,1.0,0.0,0.959596,383.0
39478,22.0,9.0,2.4869344,no,yes,140.0,0.0,0.0,1.0,0.0,0.8333333,766.0
39488,23.0,9.0,2.8869355,no,no,16.0,0.0,0.0,0.0,1.0,,
39490,23.0,9.0,2.858081,no,yes,80.0,1.0,0.0,0.0,0.0,,
39500,24.0,9.0,2.4607244,no,yes,110.0,1.0,0.0,0.0,1.0,,
39502,19.0,9.0,2.1813598,no,yes,180.0,0.0,0.0,1.0,0.0,0.8333333,667.0
39512,19.0,9.0,2.7819822,no,yes,120.0,0.0,0.0,1.0,0.0,0.6111111,484.0
39516,23.0,9.0,2.7643232,no,yes,90.0,0.0,0.0,0.0,1.0,,
39518,24.0,9.0,2.6246023,no,no,100.0,1.0,0.0,1.0,0.0,0.55050504,456.0
39524,21.0,9.0,2.191599,no,yes,20.0,1.0,0.0,0.0,1.0,,
39526,21.0,9.0,2.5173833,no,no,120.0,0.0,0.0,0.0,0.0,,
39528,20.0,9.0,1.8804911,no,no,100.0,0.0,0.0,0.0,0.0,,
39530,21.0,9.0,2.7322366,no,yes,180.0,0.0,0.0,1.0,0.0,0.44444445,397.0
39534,28.0,9.0,4.073511,no,yes,30.0,0.0,1.0,0.0,1.0,,
39540,20.0,9.0,3.392601,no,yes,180.0,1.0,0.0,0.0,0.0,,
39548,26.0,9.0,2.252349,no,yes,120.0,0.0,0.0,0.0,1.0,,
39584,23.0,9.0,2.6117656,no,no,30.0,0.0,0.0,0.0,1.0,,
39596,21.0,9.0,2.5444555,no,no,40.0,0.0,0.0,1.0,0.0,0.060606062,167.0
39598,22.0,9.0,2.473951,no,no,20.0,0.0,0.0,1.0,0.0,0.510101,435.0
39600,24.0,9.0,2.2805846,no,no,30.0,1.0,0.0,1.0,1.0,0.26767677,139.0
39606,21.0,9.0,2.5622199,no,no,50.0,0.0,0.0,0.0,0.0,,
39614,21.0,9.0,2.5674856,no,no,30.0,0.0,0.0,0.0,0.0,,
39624,20.0,9.0,2.9942312,no,no,60.0,0.0,0.0,0.0,0.0,,
39626,21.0,9.0,2.580078,no,yes,35.0,0.0,0.0,0.0,0.0,,
39628,21.0,9.0,2.4942834,no,no,14.0,0.0,0.0,0.0,0.0,,
39634,20.0,9.0,3.3516254,no,yes,28.0,0.0,0.0,0.0,0.0,,
39642,22.0,9.0,2.4048898,no,no,30.0,0.0,0.0,1.0,0.0,0.18686868,340.0
39648,21.0,9.0,2.3734176,no,yes,20.0,0.0,0.0,1.0,0.0,0.6262626,733.0
39654,22.0,9.0,2.5910888,no,no,10.0,0.0,0.0,1.0,0.0,0.01010101,352.0
39658,20.0,9.0,2.52376,no,no,30.0,0.0,0.0,1.0,0.0,0.1919192,365.0
39660,20.0,9.0,2.43363,no,yes,20.0,0.0,0.0,1.0,0.0,0.2979798,333.0
39664,20.0,9.0,2.6791098,no,yes,22.0,0.0,0.0,1.0,0.0,0.23737374,2.0
39666,20.0,9.0,2.6013832,no,no,20.0,0.0,0.0,1.0,0.0,0.72727275,592.0
39748,22.0,9.0,2.5558746,yes,yes,60.0,0.0,1.0,1.0,0.0,0.24747474,236.0
39752,24.0,9.0,3.3266854,no,no,100.0,0.0,0.0,0.0,1.0,,
39754,21.0,9.0,2.9838223,no,yes,40.0,1.0,0.0,0.0,1.0,,
39778,22.0,9.0,2.9864833,no,no,40.0,0.0,0.0,0.0,1.0,,
39794,21.0,9.0,3.0780644,no,no,40.0,1.0,0.0,0.0,0.0,,
39798,18.0,9.0,1.9838089,no,yes,30.0,1.0,0.0,0.0,0.0,,
39938,23.0,9.0,2.7840788,no,yes,60.0,0.0,0.0,0.0,1.0,,
39942,28.0,9.0,2.2076132,yes,yes,100.0,1.0,1.0,1.0,1.0,0.93434346,583.0
39948,23.0,9.0,2.64493,no,no,30.0,0.0,0.0,1.0,1.0,0.959596,741.0
39954,24.0,9.0,2.6786146,no,no,60.0,0.0,1.0,1.0,1.0,0.6363636,339.0
39966,25.0,9.0,2.6237688,no,no,45.0,0.0,1.0,1.0,1.0,0.8636364,395.0
39972,23.0,9.0,2.5542045,no,yes,40.0,0.0,0.0,0.0,0.0,,
39990,24.0,9.0,2.6146433,no,yes,40.0,1.0,0.0,1.0,0.0,0.8484849,448.0
39994,20.0,9.0,2.920031,no,yes,60.0,0.0,0.0,0.0,0.0,,
40000,23.0,9.0,2.3360267,no,no,60.0,1.0,0.0,0.0,1.0,,
40002,20.0,9.0,2.7420344,no,yes,30.0,0.0,0.0,1.0,0.0,0.26767677,488.0
40008,20.0,9.0,2.6680057,no,yes,120.0,1.0,0.0,0.0,0.0,,
40018,22.0,9.0,2.476591,no,yes,120.0,0.0,0.0,0.0,1.0,,
40034,19.0,9.0,2.4618301,no,yes,300.0,0.0,0.0,1.0,0.0,0.94949496,637.0
40044,23.0,9.5,2.3107138,no,yes,180.0,0.0,0.0,0.0,1.0,,
40062,23.0,9.0,2.2496743,no,yes,170.0,0.0,1.0,1.0,0.0,0.66161615,515.0
40068,22.0,9.0,2.2646167,no,yes,65.0,1.0,0.0,0.0,0.0,,
40076,24.0,9.0,2.0681224,no,yes,140.0,1.0,0.0,1.0,0.0,0.8333333,599.0
40078,22.0,9.0,2.84038,no,yes,30.0,0.0,0.0,1.0,0.0,0.8080808,396.0
40156,19.0,8.0,2.5676298,no,yes,20.0,1.0,0.0,1.0,1.0,0.6919192,476.0
40162,21.0,8.0,2.50253,no,yes,120.0,0.0,0.0,1.0,1.0,0.86868685,717.0
40164,22.0,8.0,2.7391,no,yes,180.0,0.0,0.0,1.0,0.0,0.44444445,469.0
40174,28.0,8.0,2.4065824,yes,yes,30.0,1.0,1.0,1.0,1.0,0.21212122,478.0
40178,23.0,8.0,2.4487643,no,yes,80.0,1.0,0.0,0.0,1.0,,
40182,21.0,8.0,2.0804245,no,no,40.0,1.0,0.0,1.0,0.0,0.17171717,365.0
40188,20.0,8.0,2.4512856,no,no,30.0,0.0,0.0,1.0,1.0,0.45454547,202.0
40192,23.0,8.0,2.411781,no,yes,180.0,1.0,0.0,1.0,0.0,0.14646465,172.0
40216,24.0,25.0,3.134959,no,no,30.0,0.0,0.0,1.0,1.0,0.42424244,114.0
40312,23.0,8.0,2.4896567,no,yes,20.0,0.0,0.0,1.0,1.0,0.5858586,278.0
40316,25.0,8.0,2.5293367,no,yes,60.0,0.0,0.0,1.0,0.0,0.969697,513.0
40318,23.0,8.0,2.6573532,no,yes,60.0,0.0,0.0,0.0,0.0,,
40320,25.0,8.0,3.1419656,yes,yes,30.0,0.0,1.0,1.0,1.0,0.5,436.0
40322,24.0,8.0,2.4230156,no,yes,80.0,0.0,0.0,1.0,0.0,0.85858583,734.0
40328,22.0,8.0,2.8085544,no,yes,40.0,1.0,0.0,0.0,0.0,,
40334,23.0,8.0,3.0268366,no,yes,200.0,0.0,0.0,1.0,0.0,0.540404,522.0
40336,25.0,8.0,1.8216889,no,yes,120.0,1.0,0.0,1.0,1.0,0.24747474,166.0
40342,23.0,8.0,2.5596123,no,no,120.0,0.0,0.0,0.0,1.0,,
40344,22.0,8.0,2.0979366,no,yes,120.0,0.0,1.0,1.0,0.0,0.045454547,178.0
40346,22.0,8.0,2.3013978,no,yes,120.0,0.0,0.0,1.0,0.0,0.21717171,250.0
40352,23.0,8.0,2.51021,no,no,50.0,1.0,0.0,0.0,1.0,,
40444,34.0,8.0,4.5790925,yes,yes,240.0,1.0,1.0,1.0,0.0,0.33838382,473.0
40456,23.0,8.0,2.9682412,no,yes,40.0,1.0,0.0,1.0,1.0,0.6212121,696.0
40472,25.0,8.0,2.79974,no,yes,90.0,0.0,0.0,1.0,0.0,0.86868685,497.0
40490,21.0,8.0,2.2997365,no,yes,200.0,1.0,0.0,1.0,0.0,0.8939394,572.0
41082,18.0,7.0,2.5007055,no,no,35.0,0.0,0.0,1.0,0.0,0.4848485,704.0
41100,23.0,7.0,2.6378334,no,yes,140.0,0.0,0.0,0.0,0.0,,
41116,23.0,7.0,2.7402666,no,no,150.0,1.0,0.0,1.0,0.0,0.7171717,474.0
41128,22.0,7.0,2.4057565,no,yes,120.0,0.0,0.0,1.0,0.0,0.530303,518.0
41140,29.0,7.0,2.4869277,no,yes,90.0,1.0,1.0,0.0,1.0,,
41142,24.0,7.0,2.5200422,no,no,90.0,0.0,0.0,0.0,1.0,,
41156,20.0,7.0,2.4484098,no,yes,60.0,0.0,0.0,0.0,0.0,,
41274,21.0,6.0,2.30598,no,yes,60.0,0.0,0.0,0.0,0.0,,
41278,24.0,6.0,2.3615975,no,yes,20.0,0.0,0.0,0.0,1.0,,
41286,23.0,6.0,2.2320545,no,yes,60.0,1.0,0.0,1.0,1.0,0.32323232,266.0
41296,18.0,6.0,2.4690301,no,no,40.0,0.0,0.0,1.0,0.0,0.969697,464.0
41298,25.0,6.0,2.215189,no,yes,90.0,1.0,0.0,1.0,0.0,0.64646465,767.0
41304,22.0,6.0,2.3107343,no,yes,2.0,1.0,0.0,0.0,0.0,,
41306,20.0,6.0,2.3874621,no,no,30.0,0.0,0.0,1.0,0.0,0.035353534,385.0
41308,24.0,6.0,2.4447365,no,no,30.0,0.0,1.0,0.0,0.0,,
41316,20.0,6.0,2.415078,no,no,30.0,0.0,0.0,1.0,0.0,0.93434346,474.0
41318,22.0,6.0,2.8944988,no,yes,150.0,0.0,0.0,1.0,0.0,0.0,178.0
41320,22.0,6.0,2.0357277,no,yes,160.0,1.0,0.0,1.0,0.0,0.1969697,329.0
41332,22.0,6.0,2.2184744,no,yes,70.0,1.0,0.0,1.0,0.0,0.2020202,760.0
41334,23.0,6.0,2.3744655,no,yes,120.0,0.0,0.0,0.0,0.0,,
41340,25.0,6.0,2.0534735,no,yes,60.0,1.0,1.0,0.0,1.0,,
41344,24.0,6.0,2.2516668,no,yes,40.0,1.0,0.0,0.0,1.0,,
41736,22.0,6.0,2.2245467,no,no,40.0,0.0,0.0,0.0,0.0,,
41754,22.0,6.0,1.9151045,no,no,50.0,0.0,0.0,1.0,1.0,0.989899,380.0
41780,23.0,6.0,2.2691445,no,no,47.0,0.0,0.0,0.0,1.0,,
41812,23.0,6.0,2.3839755,no,no,32.0,0.0,0.0,0.0,0.0,,
41814,22.0,6.0,2.0923011,no,no,30.0,0.0,0.0,0.0,1.0,,
41818,23.0,6.0,1.5676389,no,yes,40.0,0.0,0.0,1.0,1.0,0.3181818,553.0
41846,21.0,6.0,2.2940457,no,no,20.0,0.0,0.0,0.0,1.0,,
42096,23.0,5.0,1.9338323,no,yes,60.0,1.0,0.0,0.0,0.0,,
42098,21.0,5.0,2.1436677,no,yes,20.0,0.0,0.0,0.0,0.0,,
42104,21.0,5.0,2.0368733,no,yes,20.0,0.0,0.0,1.0,0.0,0.5050505,241.0
42108,23.0,5.0,2.180999,no,yes,165.0,1.0,0.0,1.0,0.0,0.61616164,479.0
42110,23.0,5.0,2.3355234,no,yes,60.0,0.0,0.0,1.0,0.0,0.42929292,30.0
42112,22.0,5.0,2.201969,no,yes,60.0,1.0,0.0,0.0,1.0,,
42120,20.0,5.0,2.1931677,no,no,40.0,0.0,0.0,1.0,0.0,0.21717171,17.0
42136,21.0,5.0,2.31015,no,yes,60.0,0.0,0.0,1.0,0.0,0.67676765,241.0
42140,25.0,5.0,2.0991511,yes,yes,120.0,1.0,1.0,1.0,0.0,0.30808082,426.0
42146,21.0,5.0,2.6055667,no,yes,155.0,1.0,0.0,1.0,0.0,0.33838382,447.0
42152,25.0,5.0,2.2796545,no,yes,120.0,1.0,0.0,1.0,0.0,0.94949496,647.0
42308,23.0,5.0,2.1777735,no,yes,190.0,0.0,1.0,1.0,1.0,0.46969697,392.0
42314,24.0,5.0,1.7768145,no,no,20.0,1.0,0.0,0.0,1.0,,
42350,27.0,5.0,2.1230488,no,yes,90.0,1.0,1.0,0.0,1.0,,
42578,22.0,4.0,2.3495045,no,no,20.0,1.0,0.0,1.0,1.0,0.3131313,685.0
42584,21.0,4.0,2.4338334,no,yes,25.0,0.0,0.0,0.0,0.0,,
42590,22.0,4.0,2.426998,no,yes,90.0,1.0,0.0,1.0,0.0,0.09090909,29.0
42592,23.0,4.0,2.1660967,no,yes,120.0,0.0,0.0,0.0,0.0,,
42594,20.0,4.0,2.038211,no,yes,90.0,0.0,0.0,0.0,0.0,,
42614,20.0,4.0,2.1441312,no,yes,60.0,0.0,0.0,1.0,0.0,0.23737374,745.0
42618,22.0,4.0,2.4991667,no,yes,30.0,1.0,0.0,1.0,1.0,0.32828283,457.0
42624,23.0,4.0,2.116959,no,yes,180.0,0.0,0.0,1.0,0.0,0.88383836,765.0
42626,22.0,4.0,2.1080043,no,no,40.0,0.0,0.0,1.0,0.0,0.0959596,535.0
42628,22.0,4.0,2.669818,no,yes,140.0,1.0,0.0,1.0,0.0,0.540404,518.0
42632,21.0,4.0,2.1365278,no,yes,210.0,0.0,0.0,1.0,0.0,0.08585858,343.0
42634,20.0,4.0,2.3890445,no,yes,20.0,1.0,0.0,1.0,1.0,0.77272725,365.0
42682,22.0,4.0,2.2165678,no,yes,240.0,0.0,1.0,1.0,0.0,0.44444445,412.0
43254,21.0,3.0,2.0256157,no,yes,120.0,0.0,0.0,0.0,1.0,,
43258,22.0,3.0,2.5343,no,yes,180.0,1.0,0.0,1.0,0.0,0.5555556,490.0
43264,22.0,3.0,2.1834314,no,yes,210.0,1.0,0.0,1.0,1.0,0.540404,519.0
43266,20.0,3.0,2.4405427,no,no,40.0,0.0,0.0,1.0,1.0,0.8939394,732.0
43270,25.0,3.0,2.6007185,no,yes,180.0,0.0,0.0,1.0,0.0,0.77272725,633.0
43272,20.0,3.0,2.5328286,no,no,20.0,0.0,0.0,0.0,0.0,,
43278,23.0,3.0,1.8964972,no,yes,120.0,0.0,0.0,1.0,1.0,0.07575758,162.0
43280,22.0,3.0,2.16099,no,yes,20.0,0.0,0.0,0.0,1.0,,
43282,23.0,3.0,2.2363343,no,yes,65.0,1.0,0.0,1.0,0.0,0.22222222,195.0
43286,20.0,3.0,2.34046,no,yes,20.0,0.0,0.0,1.0,0.0,0.8484849,404.0
43288,21.0,3.0,2.3061087,no,yes,105.0,1.0,0.0,1.0,0.0,0.90909094,628.0
43304,22.0,3.0,1.8463442,no,no,25.0,0.0,0.0,0.0,1.0,,
43310,22.0,3.0,2.5656571,no,no,30.0,0.0,0.0,1.0,1.0,0.21212122,507.0
43500,27.0,3.0,2.6960227,yes,yes,120.0,0.0,1.0,1.0,1.0,0.510101,523.0
43502,23.0,3.0,2.459057,no,no,25.0,0.0,0.0,0.0,1.0,,
43514,23.0,3.0,2.4673429,no,yes,80.0,1.0,0.0,0.0,1.0,,
43518,24.0,3.0,2.4029028,no,no,180.0,1.0,0.0,0.0,0.0,,
43520,23.0,3.0,1.6894429,no,yes,80.0,1.0,0.0,0.0,1.0,,
43524,24.0,3.0,2.34497,no,yes,140.0,1.0,0.0,1.0,0.0,0.3939394,397.0
43526,24.0,3.0,2.0019844,no,no,220.0,0.0,0.0,1.0,0.0,0.07070707,202.0
43528,22.0,3.0,2.0830257,no,yes,120.0,1.0,0.0,0.0,1.0,,
43530,21.0,3.0,2.2051158,no,no,80.0,1.0,0.0,0.0,0.0,,
43532,18.0,3.0,2.4022157,no,no,20.0,0.0,0.0,0.0,0.0,,
43534,23.0,3.0,2.3380985,no,yes,180.0,1.0,0.0,1.0,1.0,0.121212125,186.0
43538,27.0,4.0,2.230272,yes,yes,90.0,0.0,1.0,0.0,1.0,,
43542,28.0,4.5,1.9261174,yes,yes,30.0,0.0,1.0,0.0,0.0,,
43556,26.0,3.5,2.3313868,no,yes,40.0,0.0,1.0,0.0,0.0,,
43564,29.0,4.0,2.1736722,yes,yes,30.0,0.0,1.0,1.0,0.0,0.16666667,675.0
43568,22.0,4.0,2.065238,no,yes,30.0,0.0,0.0,0.0,0.0,,
43570,18.0,3.5,2.4264233,no,yes,180.0,1.0,0.0,1.0,0.0,0.36363637,417.0
43926,22.0,3.0,2.893118,no,yes,50.0,1.0,0.0,1.0,0.0,0.66161615,224.0
43928,22.0,4.0,2.0455067,no,yes,20.0,0.0,0.0,0.0,1.0,,
43932,22.0,4.0,2.0495067,no,no,20.0,0.0,0.0,1.0,1.0,0.045454547,255.0
43946,24.0,3.0,2.270552,no,yes,120.0,0.0,0.0,1.0,0.0,0.015151516,350.0
43952,24.0,3.0,2.228978,no,yes,140.0,0.0,0.0,0.0,1.0,,
44236,22.0,2.5,1.7560683,no,yes,90.0,0.0,0.0,0.0,1.0,,
44238,24.0,2.5,2.4825802,no,yes,30.0,0.0,0.0,0.0,1.0,,
44248,22.0,2.5,2.193135,no,no,3.0,1.0,0.0,0.0,0.0,,
44250,19.0,2.5,1.6848617,no,no,60.0,0.0,0.0,1.0,0.0,0.59090906,318.0
44254,24.0,2.5,1.7204667,no,yes,60.0,0.0,1.0,1.0,1.0,0.7979798,359.0
44256,21.0,2.5,1.8639133,no,yes,120.0,0.0,0.0,1.0,0.0,0.18181819,301.0
44266,19.0,2.5,2.1462648,no,yes,55.0,1.0,0.0,1.0,0.0,0.41919193,150.0
44276,21.0,2.5,1.8383517,no,yes,60.0,0.0,0.0,1.0,1.0,0.6919192,490.0
44278,20.0,2.5,1.7550284,no,no,20.0,0.0,0.0,0.0,0.0,,
44280,24.0,2.5,1.9355867,no,no,110.0,1.0,0.0,1.0,1.0,0.96464646,528.0
44282,20.0,2.5,1.9008915,no,yes,240.0,0.0,0.0,1.0,0.0,0.86868685,660.0
44286,22.0,2.5,1.7338101,no,no,95.0,0.0,0.0,1.0,0.0,0.48989898,1.0
44288,23.0,2.5,1.8778965,no,no,40.0,0.0,0.0,1.0,0.0,0.42929292,20.0
44398,22.0,2.5,1.7807182,no,yes,120.0,1.0,0.0,1.0,0.0,0.9040404,749.0
44400,28.0,2.5,2.0650983,yes,yes,40.0,0.0,1.0,1.0,0.0,0.2979798,61.0
44408,22.0,2.5,1.6431301,no,yes,180.0,0.0,0.0,1.0,0.0,0.12626262,207.0
44412,18.0,2.5,1.2351917,no,yes,180.0,0.0,0.0,0.0,0.0,,
44414,22.0,2.5,1.8320867,no,no,120.0,0.0,0.0,0.0,1.0,,
44782,23.0,2.0,2.7881098,no,yes,60.0,1.0,0.0,1.0,0.0,0.8939394,449.0
44784,31.0,2.0,2.49969,no,yes,30.0,1.0,0.0,1.0,1.0,0.5707071,235.0
44794,23.0,3.0,2.4931734,no,yes,40.0,1.0,0.0,1.0,0.0,0.92424244,656.0
44800,25.0,2.0,2.74229,no,yes,120.0,1.0,0.0,1.0,1.0,0.82323235,638.0
44808,22.0,2.0,2.4890897,no,no,120.0,1.0,0.0,1.0,0.0,0.32323232,446.0
45206,25.0,2.0,1.4830899,no,yes,180.0,1.0,0.0,0.0,1.0,,
45230,22.0,2.0,1.601506,no,yes,120.0,0.0,0.0,0.0,0.0,,
45232,18.0,2.0,1.467738,no,no,60.0,0.0,0.0,1.0,1.0,0.43434343,753.0
45238,22.0,2.0,1.6785461,no,yes,40.0,1.0,0.0,1.0,0.0,0.5858586,584.0
45240,20.0,2.0,1.352266,no,no,40.0,0.0,0.0,0.0,0.0,,
45254,23.0,2.0,1.908324,no,yes,210.0,1.0,0.0,0.0,1.0,,
45270,21.0,2.0,1.4796121,no,no,20.0,0.0,0.0,0.0,0.0,,
45442,22.0,2.5,2.4788702,no,yes,40.0,1.0,0.0,1.0,0.0,0.14141414,287.0
