newid,age_ref,fam_size,no_earnr,region,totexppq,foodpq,hh_cu_q,fractearners,ratioover64,ratioless18,rationless2,urbn,northe,midw,west,raceb,racea,racena,racepi,racew,jfs_amt,r
2760382,78,2,0,4,5799.8,796.6667,1,0.0,0.5,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0.031283446
2743863,44,2,2,3,3411.8335,629.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.031392902
2759592,27,3,3,3,64445.133,2686.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.03141533
2666405,48,3,1,3,5686.2,1933.3333,1,0.33333334,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.031422332
2722143,63,4,2,3,14178.5,1411.0,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.031470608
2699674,51,1,1,4,12924.833,953.3333,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.031552132
2677285,52,5,2,3,4040.75,931.6667,1,0.4,0.0,0.6,0.0,1,0,0,0,0,0,0,0,1,0,0.03164429
2691914,32,3,2,3,14465.167,1950.0,1,0.6666667,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.031754147
2712184,52,2,1,4,18108.143,866.6667,1,0.5,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0.031979393
2680804,82,1,0,1,6596.7,715.0,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.032057535
2671105,47,1,0,2,693.6667,216.6667,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.032988247
2755882,45,1,1,2,2999.0,559.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.03305235
2667155,29,5,1,3,5735.3335,1386.6667,1,0.2,0.0,0.4,0.0,1,0,0,0,0,0,0,0,1,0,0.033118073
2748632,55,2,2,2,20529.68,2860.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,400,0.033526156
2702524,39,4,2,1,7932.993,778.3333,1,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.033939723
2734983,70,2,1,1,5337.6333,1473.3333,1,0.5,0.5,0.0,0.0,1,1,0,0,0,0,0,0,1,200,0.034172855
2656615,80,1,0,4,6973.7,611.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.034205418
2711874,56,1,1,2,2786.5,260.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.034382053
2709884,28,5,2,2,4571.4165,710.0,1,0.4,0.0,0.4,0.0,1,0,1,0,0,0,0,0,1,0,0.034414217
2726314,34,1,1,4,5421.6665,1716.0,3,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.034813177
2776012,73,4,3,2,3062.7832,884.6667,1,0.75,0.25,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.035215344
2719623,59,5,1,4,14199.18,1235.0,1,0.2,0.0,0.4,0.0,1,0,0,1,0,0,0,0,1,0,0.035443615
2771022,34,3,1,3,5719.85,1386.6667,1,0.33333334,0.0,0.33333334,0.33333334,1,0,0,0,0,0,0,0,1,0,0.03550495
2695244,59,3,3,3,8577.867,693.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.03553551
2653915,36,4,2,3,9692.75,2600.0,1,0.5,0.0,0.5,0.0,1,0,0,0,1,0,0,0,0,0,0.03562882
2712064,87,1,0,1,1816.9,736.6667,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.035678275
2729443,61,5,2,1,8570.2,1923.3333,1,0.4,0.0,0.6,0.0,1,1,0,0,0,1,0,0,0,0,0.036036324
2654615,47,2,1,2,8896.55,1775.0,1,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.03627205
2765452,59,3,2,4,8046.3667,1610.0,1,0.6666667,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.036362372
2657955,39,4,1,1,28980.5,4183.0,1,0.25,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.036365516
2652855,35,3,0,1,6629.0,1885.0,1,0.0,0.0,0.6666667,0.33333334,1,1,0,0,0,0,0,0,1,0,0.03650615
2718523,42,1,1,3,10398.25,893.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.03652626
2760922,54,6,5,1,10368.6,2058.6667,1,0.8333333,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,2640,0.0366305
2780642,37,3,2,4,9022.119,1889.0,1,0.6666667,0.0,0.33333334,0.0,1,0,0,1,1,0,0,0,0,0,0.036850654
2698914,20,1,1,1,1905.0667,260.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.037166793
2778202,72,1,0,1,607.6667,272.0,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.037202805
2762462,34,1,1,3,4185.8335,583.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.037319973
2772102,35,4,2,4,3440.9,454.3333,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.03732648
2765952,68,1,1,NA,4061.6333,398.6667,1,1.0,1.0,0.0,0.0,1,NA,NA,NA,0,0,0,0,1,0,0.037425794
2654315,58,2,1,3,12441.0,1484.0,1,0.5,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.037426863
2704674,50,1,0,1,890.0,195.0,1,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0.037432194
2749962,31,4,2,2,8071.7,1950.0,1,0.5,0.0,0.5,0.25,1,0,1,0,0,0,0,0,1,0,0.037436098
2655765,54,2,2,3,27863.0,1560.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,5784,0.03760166
2716403,33,4,1,1,13159.5,2730.0,1,0.25,0.0,0.5,0.0,1,1,0,0,0,1,0,0,0,0,0.037703875
2755302,36,1,0,2,3231.2,455.0,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.03791657
2713084,34,2,2,1,7960.0835,1051.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.0382523
2667875,57,1,1,2,4884.3335,650.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.03831191
2647115,63,7,3,3,8320.45,2275.0,1,0.42857143,0.0,0.2857143,0.0,1,0,0,0,0,0,0,0,1,0,0.038499925
2667475,66,4,3,1,9926.0,1820.0,1,0.75,0.5,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.0385921
2658825,23,3,0,3,3041.1333,1086.0,1,0.0,0.33333334,0.33333334,0.33333334,1,0,0,0,1,0,0,0,0,5904,0.038681157
2778772,50,4,3,2,5049.5835,695.0,1,0.75,0.0,0.25,0.0,1,0,1,0,0,0,0,0,1,0,0.038720854
2754082,25,6,0,3,4647.0,3250.0,1,0.0,0.0,0.8333333,0.0,1,0,0,0,0,0,0,0,1,0,0.038736835
2666835,38,1,1,3,5806.8335,1300.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.038919367
2757132,62,2,2,2,22459.0,3975.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.038969133
2734333,87,1,0,1,14455.467,121.3333,1,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0.039085913
2676815,66,3,0,3,2315.0332,541.6667,1,0.0,0.6666667,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.03909705
2695554,47,2,2,1,17727.934,953.3333,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.039129246
2668985,61,2,0,3,3585.3333,1213.3333,1,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.039444722
2707284,66,2,1,1,3072.7334,368.3333,1,0.5,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.03954918
2653835,39,5,2,3,19158.5,5525.0,1,0.4,0.0,0.6,0.0,1,0,0,0,0,0,0,0,1,200,0.039752193
2715643,51,4,1,4,22040.2,2165.0,1,0.25,0.0,0.5,0.0,1,0,0,1,0,1,0,0,0,0,0.040182907
2649885,44,4,4,1,11564.459,650.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.04018579
2671485,72,1,0,3,1670.5667,60.6667,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,6312,0.040442396
2694044,48,6,1,4,5231.786,1386.6667,1,0.16666667,0.0,0.6666667,0.0,1,0,0,1,0,0,0,0,1,0,0.040459774
2714423,78,1,0,3,5676.7,1105.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.04055258
2649635,71,4,0,3,15253.1,3610.0,1,0.0,0.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.04057508
2787784,59,4,0,4,8760.0,2730.0,1,0.0,0.0,0.25,0.0,1,0,0,1,0,0,0,0,1,0,0.041190043
2655375,40,6,1,2,10845.8,1661.0,1,0.16666667,0.0,0.6666667,0.0,0,0,1,0,0,0,0,0,1,0,0.041208576
2692804,29,3,2,1,13407.333,1837.3333,1,0.6666667,0.0,0.33333334,0.33333334,1,1,0,0,0,0,0,0,1,0,0.041213777
2666595,58,4,3,2,16432.12,3746.6667,1,0.75,0.0,0.5,0.0,1,0,1,0,0,0,0,0,1,0,0.041240394
2687034,31,4,2,1,16018.25,1820.0,1,0.5,0.0,0.5,0.25,1,1,0,0,0,0,0,0,1,4800,0.041532032
2757422,87,1,0,4,2941.2,715.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.041536704
2669815,37,3,2,4,7248.467,736.6667,1,0.6666667,0.0,0.33333334,0.0,1,0,0,1,0,0,0,0,1,360,0.041789904
2656995,55,3,2,3,14921.6,1820.0,1,0.6666667,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.04179467
2710794,54,2,2,2,3898.6167,108.3333,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.04183292
2762482,26,3,2,4,6015.6665,996.6667,1,0.6666667,0.0,0.33333334,0.33333334,1,0,0,1,0,0,0,0,1,1500,0.041882917
2744993,26,1,1,1,3075.3335,823.3333,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.042179953
2652465,60,1,1,2,12809.7,1170.0,1,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0.042229407
2714813,36,2,1,3,17449.8,1045.0,1,0.5,0.0,0.5,0.0,1,0,0,0,1,0,0,0,0,0,0.04228973
2751912,49,2,2,2,21166.5,1181.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.042307343
2692264,75,2,1,4,12205.386,3293.3333,1,0.5,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.04231691
2764512,64,3,0,3,29390.334,2383.3333,1,0.0,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.042331833
2738463,42,6,4,4,8189.6167,2101.6667,1,0.6666667,0.0,0.33333334,0.0,1,0,0,1,0,0,0,1,0,189,0.04236364
2673835,73,1,0,3,6402.9,541.6667,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.042434983
2665785,37,4,2,4,12862.5,3120.0,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.04273039
2751032,53,4,1,1,10234.25,3120.0,1,0.25,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.042929195
2691344,72,4,2,3,4963.7,1902.6667,1,0.5,0.25,0.25,0.0,1,0,0,0,1,0,0,0,0,0,0.042996373
2684074,47,1,1,4,9042.75,1405.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.043105226
2707394,46,3,1,2,6272.3335,1193.3333,1,0.33333334,0.0,0.6666667,0.0,1,0,1,0,0,0,0,0,1,0,0.0431064
2666005,53,1,1,4,11310.333,655.3333,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.04360563
2723883,30,3,3,3,4672.9,520.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.04362138
2787334,30,1,1,4,5851.5,975.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0.04378623
2770102,87,5,2,1,3872.05,996.6667,1,0.4,0.4,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.044359315
2674295,61,1,0,4,2690.6667,628.3333,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.044378787
2662505,54,3,1,2,2498.5,476.6667,1,0.33333334,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0.04447991
2730673,40,1,1,3,3490.3333,86.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.044727463
2722343,77,1,0,2,4178.7,650.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.044734996
2667285,28,3,3,4,12308.367,1560.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.044910025
2675495,60,2,1,3,3109.9333,866.6667,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.045176674
2702074,79,3,2,1,21519.754,1473.3333,1,0.6666667,0.33333334,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.045182124
2726523,41,4,2,1,19573.467,650.0,1,0.5,0.0,0.25,0.0,1,1,0,0,0,0,0,0,1,0,0.045356717
2756332,31,4,2,3,6914.25,1820.0,1,0.5,0.0,0.5,0.25,1,0,0,0,0,0,0,0,1,0,0.045489285
2766392,29,1,1,2,3974.9001,982.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.045828886
2755972,60,2,2,1,29036.75,2665.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,15,0.045912124
2662105,32,3,1,4,5473.1665,433.3333,1,0.33333334,0.0,0.33333334,0.0,1,0,0,1,0,0,0,0,0,0,0.046110872
2677955,87,2,0,1,5136.467,366.6667,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.046205003
2651045,87,2,0,2,3634.4,390.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.04644444
2774042,75,1,0,1,608.6667,164.6667,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.046596598
2756182,59,6,3,1,25897.9,2022.0,1,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.046694014
2760102,73,2,0,4,8803.934,2509.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0.04679439
2752162,55,1,1,3,20972.0,931.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.04716012
2648215,77,1,1,2,3482.8499,390.0,1,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.047412526
2767752,63,3,2,4,3973.8335,936.0,1,0.6666667,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.047435135
2717043,24,3,2,4,12076.75,1690.0,1,0.6666667,0.0,0.33333334,0.33333334,1,0,0,1,0,0,0,0,1,5892,0.047621597
2696744,33,5,2,1,7818.7,1646.6667,1,0.4,0.0,0.6,0.0,1,1,0,0,0,0,0,0,0,0,0.04799664
2706914,22,1,1,3,2318.5,325.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,2400,0.048027683
2678315,18,1,0,4,834.6667,151.6667,2,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,720,0.048412595
2757192,24,4,2,4,13226.5,2340.0,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.048697416
2705094,42,5,2,4,10897.227,1830.6667,1,0.4,0.0,0.6,0.0,1,0,0,1,0,0,0,0,1,0,0.04887378
2682164,48,6,5,4,12381.6,1950.0,1,0.8333333,0.0,0.16666667,0.0,1,0,0,1,0,0,0,0,1,0,0.049529
2764782,74,3,1,3,3642.8,476.6667,1,0.33333334,0.33333334,0.0,0.0,0,0,0,0,0,0,0,0,1,2400,0.049534414
2725673,61,2,2,3,3059.6665,1040.0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.04966009
2672215,32,3,2,2,2611.3167,585.0,1,0.6666667,0.0,0.33333334,0.33333334,1,0,1,0,0,0,0,0,1,0,0.050002612
2684194,32,5,1,3,7128.0,1625.0,1,0.2,0.0,0.6,0.0,1,0,0,0,1,0,0,0,0,0,0.05006761
2764642,71,3,0,1,2750.8,1083.3333,1,0.0,0.33333334,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.050128356
2697044,75,2,0,1,8564.6,2090.0,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.050215013
2682724,44,3,1,2,7810.5,1200.0,1,0.33333334,0.0,0.6666667,0.0,0,0,1,0,0,0,0,0,1,0,0.050289907
2736583,87,2,0,4,7402.8,845.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0.05032013
2714803,67,2,2,3,7372.7,819.0,1,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.05035495
2709194,51,6,5,1,3564.45,1029.3333,1,0.8333333,0.0,0.16666667,0.16666667,1,1,0,0,0,0,0,0,1,0,0.050510183
2730123,87,3,0,2,3895.9333,1040.0,1,0.0,0.6666667,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.05062881
2709804,63,3,2,3,3941.9666,1083.3333,1,0.6666667,0.33333334,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.050943807
2731603,60,4,4,3,21724.5,4073.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.051240493
2736973,75,1,0,3,1707.2333,1018.3333,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.051450893
2749112,87,1,0,1,9643.7,260.0,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.051491205
2769592,24,3,2,2,3184.2334,216.6667,1,0.6666667,0.0,0.33333334,0.0,1,0,1,0,0,0,0,0,1,0,0.051581148
2667825,38,2,2,2,15224.167,1601.3333,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.05180977
2723003,43,2,1,1,13823.25,879.0,1,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.051948074
2746723,55,2,2,1,3772.9165,693.3333,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.05199705
2735343,51,1,1,3,3247.5,458.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.05214012
2688054,76,1,0,3,8794.7,1170.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.05217721
2695574,40,5,3,2,8054.8335,2166.6667,1,0.6,0.0,0.6,0.0,1,0,1,0,0,0,0,0,1,0,0.052306324
2711274,34,5,1,3,3495.3333,780.0,1,0.2,0.0,0.6,0.0,1,0,0,0,0,0,0,0,1,5352,0.052384954
2721183,65,2,1,4,12316.7,2615.0,1,0.5,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.05252045
2730633,43,3,1,1,21657.453,2712.0,1,0.33333334,0.0,0.33333334,0.0,1,1,0,0,0,0,0,0,1,0,0.05252492
2741553,49,4,2,3,3384.8335,820.6667,1,0.5,0.0,0.25,0.0,1,0,0,0,0,0,0,0,1,0,0.052537262
2686944,27,2,2,1,9194.5,1105.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.05254501
2710554,21,1,1,4,1323.8333,260.0,2,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.052633725
2780682,50,4,2,1,1815.8333,327.3333,1,0.5,0.0,0.75,0.0,1,1,0,0,1,0,0,0,0,0,0.05274867
2762142,67,2,0,3,6863.8,1690.0,1,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.052768115
2698924,25,1,1,3,5214.1665,953.3333,4,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0529447
2756072,27,1,1,2,5482.0,826.0,2,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.05296051
2776622,64,1,0,3,1176.3333,281.6667,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.05351059
2744863,63,4,2,4,1310.9667,606.6667,1,0.5,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0.05365551
2666925,32,5,0,4,4550.4,953.3333,1,0.0,0.0,0.6,0.0,1,0,0,1,0,0,0,0,1,0,0.053773884
2710634,41,2,2,NA,4213.217,130.0,1,1.0,0.0,0.0,0.0,1,NA,NA,NA,0,0,0,0,1,0,0.053865355
2654205,49,4,1,2,10126.45,1943.0,1,0.25,0.0,0.5,0.0,1,0,1,0,1,0,0,0,0,0,0.05398011
2756942,67,1,0,2,22326.7,936.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.054136664
2780522,52,3,2,3,4790.1665,1170.0,1,0.6666667,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0542536
2723333,32,2,2,1,20714.75,2230.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,648,0.05447417
2745723,39,1,1,1,4968.0,390.0,1,1.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,280,0.05448217
2668955,62,3,1,3,2234.9666,780.0,1,0.33333334,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,6720,0.054590292
2664935,36,4,2,4,5616.433,693.3333,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.05470191
2778145,56,2,2,1,3662.6667,511.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,2600,0.05487668
2738873,63,2,0,3,610.3333,212.3333,1,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.055009745
2732403,62,1,1,3,6070.3,996.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,4550,0.055096827
2730973,21,1,1,1,2522.3333,563.3333,2,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.05533722
2690974,67,2,2,2,11813.95,1272.0,1,1.0,0.5,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.05574247
2728343,87,1,0,3,3449.1333,1023.3333,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.055763423
2689594,65,1,0,4,4383.7,650.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.055875454
2742093,58,2,1,3,3207.3,931.6667,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.05596322
2670815,49,3,2,2,8195.167,980.0,1,0.6666667,0.0,0.33333334,0.0,1,0,1,0,0,0,0,0,1,0,0.056212485
2721593,53,3,0,3,5037.0,2415.0,1,0.0,0.0,0.33333334,0.33333334,1,0,0,0,1,0,0,0,0,0,0.056427337
2720113,34,2,1,2,13853.25,1950.0,1,0.5,0.0,0.5,0.0,1,0,1,0,1,0,0,0,0,0,0.056682874
2648455,42,3,3,3,143000.92,3950.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.056946367
2745363,19,1,1,2,734.55,0.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0.057130907
2745973,69,2,0,3,2251.6333,476.6667,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0571796
2657835,52,2,2,1,6378.25,1755.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.05724376
2671405,58,2,2,3,1709.2667,216.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.057248797
2751633,23,1,0,4,14760.0,1550.0,2,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,5760,0.057334773
2726743,36,4,1,3,4380.3335,1300.0,1,0.25,0.25,0.25,0.0,1,0,0,0,0,0,0,0,1,0,0.057405636
2749142,43,4,2,2,8739.8,1755.0,1,0.5,0.0,0.5,0.25,1,0,1,0,0,0,0,0,1,0,0.057483632
2759952,43,5,3,1,70227.98,2093.3333,1,0.6,0.2,0.4,0.2,1,1,0,0,0,1,0,0,0,0,0.057516597
2690544,63,2,1,NA,12246.25,2180.0,1,0.5,0.0,0.0,0.0,1,NA,NA,NA,0,0,0,0,1,0,0.057712015
2703024,41,4,2,1,13142.217,940.0,1,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.058143824
2700194,42,6,5,3,16621.166,2672.0,1,0.8333333,0.0,0.16666667,0.0,1,0,0,0,0,0,0,0,1,0,0.058154214
2700924,29,1,1,3,8712.833,693.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.058184814
2657695,27,1,1,4,5917.25,990.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0.058264207
2719143,77,2,0,2,7140.4,1340.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.058265597
2674585,58,1,1,3,2156.05,290.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.058281384
2749242,72,2,0,3,11773.4,2103.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.058397446
2667835,68,1,1,4,7364.3,1256.6667,1,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.058507953
2697374,27,3,1,2,10481.333,866.6667,1,0.33333334,0.0,0.33333334,0.33333334,1,0,1,0,0,0,0,0,1,0,0.058535792
2780662,54,4,2,1,10372.917,1267.6667,1,0.5,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,0.058574762
2732323,69,2,0,2,5235.467,826.6667,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.058725588
2713493,23,2,2,4,3053.5,520.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.05899893
2664415,46,4,2,3,6252.5,1083.3333,1,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,1956,0.059255067
2771442,29,2,2,3,1738.5834,476.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.059423555
2673235,41,5,1,4,10196.833,953.3333,1,0.2,0.0,0.6,0.2,1,0,0,1,0,1,0,0,0,0,0.059493057
2769992,53,6,2,3,8516.917,1416.6667,1,0.33333334,0.0,0.6666667,0.0,1,0,0,0,0,0,0,0,1,0,0.059884727
2666065,70,1,0,1,2059.1333,457.3333,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.059963703
2764472,25,5,2,3,4809.6,1040.0,1,0.4,0.0,0.4,0.0,1,0,0,0,0,0,0,0,1,0,0.060371183
2773692,59,1,0,3,2629.0,706.3333,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.06048596
2647635,33,1,1,2,9280.55,1170.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.060536332
2769482,71,2,0,1,5162.8,520.0,1,0.0,0.5,0.5,0.0,1,1,0,0,1,0,0,0,0,0,0.060872585
2679595,62,1,1,3,21249.184,507.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.061089758
2660615,40,2,2,3,6199.2666,693.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.06114042
