newid,age_ref,fam_size,no_earnr,region,totexppq,foodpq,hh_cu_q,fractearners,ratioover64,ratioless18,rationless2,urbn,northe,midw,west,raceb,racea,racena,racepi,racew,jfs_amt,r
2722673,44,6,3,4,75989.25,2555.0,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,0,0,0.061178878
2738563,63,2,1,4,6548.0,345.0,1,0.5,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.061412856
2711924,42,1,0,1,2158.9,356.0,1,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0.06144257
2712504,52,3,2,4,4647.65,1170.0,1,0.6666667,0.0,0.33333334,0.0,1,0,0,1,0,1,0,0,0,0,0.06151078
2764262,23,3,3,2,4881.6665,866.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0.061592184
2745703,78,2,0,4,1059.9,260.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0.061789114
2681774,52,2,2,4,2659.0498,260.0,1,1.0,0.5,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.06195089
2726793,29,1,1,4,2493.1665,606.6667,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.06223886
2759912,57,1,0,3,2038.8,780.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.06225
2713224,32,1,1,3,1441.6333,409.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0.06241037
2792494,36,4,1,3,3424.4668,823.3333,1,0.25,0.0,0.75,0.0,1,0,0,0,0,0,0,0,1,0,0.06250285
2744623,63,1,1,1,811.5833,43.3333,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0.06312245
2716953,37,2,1,3,15949.75,3315.0,1,0.5,0.0,0.5,0.5,1,0,0,0,0,0,0,0,1,520,0.06337595
2679785,34,2,1,3,5027.717,758.3333,1,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.06338452
2659715,55,4,3,2,12564.833,1690.0,1,0.75,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.063517414
2799422,29,1,1,4,3747.0,1040.0,2,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.063790604
2706744,62,2,2,4,7042.75,758.3333,1,1.0,0.5,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.0641469
2710454,46,4,4,1,3959.4668,903.3333,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.064296186
2649775,39,4,2,3,12274.0,1295.0,1,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.06429887
2666425,55,1,0,4,2440.3333,303.3333,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.06486635
2780882,25,4,1,3,3316.85,650.0,1,0.25,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.06486975
2760782,36,1,1,3,6357.6665,374.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.06489927
2660815,45,7,1,4,5476.3,2383.3333,1,0.14285715,0.14285715,0.2857143,0.0,1,0,0,1,0,0,0,0,1,0,0.06492395
2765662,56,2,2,1,7018.067,996.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.064997785
2694764,52,1,1,1,4077.0999,346.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.065208
2710204,82,1,0,3,3387.4,377.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.06524931
2698094,63,2,1,2,6090.8003,1170.0,1,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06526345
2796712,39,3,1,4,17338.12,2050.0,1,0.33333334,0.0,0.6666667,0.0,1,0,0,1,0,0,0,0,1,0,0.06532646
2722993,43,7,1,4,12926.1,1690.0,1,0.14285715,0.2857143,0.42857143,0.0,1,0,0,1,0,1,0,0,0,0,0.065327555
2654775,35,1,0,1,2889.0,819.0,1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.06554467
2656725,63,2,2,2,52118.75,1820.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06587085
2749042,73,2,0,2,5357.9,1775.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06643169
2671545,54,3,1,4,3528.65,671.6667,1,0.33333334,0.33333334,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.066446684
2714673,38,4,1,4,67244.75,2210.0,1,0.25,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.06679666
2726153,54,8,4,4,6433.8,684.6667,1,0.5,0.0,0.25,0.0,1,0,0,1,0,1,0,0,0,4500,0.06728541
2736883,29,1,1,2,2250.1665,433.3333,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06736404
2728793,33,3,2,3,18189.5,1468.3333,1,0.6666667,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.0673907
2754452,45,2,0,1,2374.0,1105.0,1,0.0,0.0,0.5,0.0,1,1,0,0,1,0,0,0,0,2048,0.06797376
2696024,53,3,3,2,6617.2666,891.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06810953
2769242,35,9,1,2,6339.5,1126.6667,1,0.11111111,0.0,0.7777778,0.11111111,0,0,1,0,0,0,0,0,1,0,0.068127304
2728193,23,3,1,3,4555.5,1300.0,1,0.33333334,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.068173684
2764802,81,1,0,3,1237.6667,433.3333,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1152,0.06826956
2759932,43,1,1,3,1618.0,303.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.06829107
2774962,17,6,2,4,3993.3333,823.3333,1,0.33333334,0.0,0.33333334,0.0,1,0,0,1,0,0,0,0,1,0,0.068386875
2732083,41,2,2,2,7453.3335,1560.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.06844145
2652955,36,3,1,2,5529.75,1911.0,1,0.33333334,0.0,0.33333334,0.0,1,0,1,0,1,0,0,0,0,0,0.0685128
2690434,42,6,2,1,8258.9,1755.0,1,0.33333334,0.0,0.5,0.16666667,1,1,0,0,0,0,0,0,1,0,0.06895917
2774332,67,2,2,3,2295.4834,390.0,1,1.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.068962716
2724943,33,1,0,3,3510.1333,424.6667,1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.06918889
2722123,39,2,2,2,9135.0,1950.0,1,1.0,0.0,0.5,0.0,1,0,1,0,0,0,0,0,1,0,0.069210365
2755792,36,3,2,3,4923.45,741.0,1,0.6666667,0.0,0.33333334,0.33333334,1,0,0,0,0,0,0,0,1,0,0.0692212
2661185,35,6,0,3,3994.6667,2816.6667,1,0.0,0.0,0.8333333,0.0,1,0,0,0,1,0,0,0,0,0,0.06923367
2694404,65,2,2,1,14011.133,1993.3333,1,1.0,0.5,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.06933628
2663025,30,3,1,1,5943.5,1361.6667,1,0.33333334,0.0,0.6666667,0.0,1,1,0,0,0,0,0,0,1,0,0.06933802
2715813,27,2,2,4,19079.5,1370.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,1560,0.06949332
2678185,48,2,1,4,2786.75,498.3333,1,0.5,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.06971089
2777702,39,1,1,2,3391.6667,520.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.0697904
2673155,53,5,2,4,2359.6667,693.3333,1,0.4,0.0,0.2,0.0,1,0,0,1,0,0,0,0,1,0,0.06980316
2647975,34,5,2,3,4200.95,520.0,1,0.4,0.0,0.6,0.0,1,0,0,0,0,0,0,0,1,0,0.07013465
2779292,68,2,0,2,4449.8,573.3333,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.070322126
2695044,69,3,2,2,4108.6333,433.3333,1,0.6666667,0.6666667,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.070450276
2669135,77,1,0,2,932.9,195.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.07086587
2752542,65,2,0,1,18833.4,3900.0,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.071223356
2713444,36,2,2,4,3006.75,823.3333,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.07139934
2701514,35,6,2,3,8516.633,1213.3333,1,0.33333334,0.0,0.6666667,0.16666667,1,0,0,0,1,0,0,0,0,0,0.07149008
2713843,70,2,0,3,17233.9,3250.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,420,0.07181049
2669905,57,2,2,2,3401.9165,606.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.071938105
2733783,77,2,0,3,2940.6,1170.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.072005786
2729223,47,3,1,3,14947.667,1906.6667,1,0.33333334,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,2502,0.07204246
2736685,25,2,2,4,2692.4165,411.6667,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.07209319
2754912,45,4,1,4,33265.75,3073.0,1,0.25,0.0,0.5,0.0,1,0,0,1,0,1,0,0,0,0,0.0722586
2744013,75,4,1,3,2924.3667,780.0,1,0.25,0.5,0.25,0.0,1,0,0,0,0,0,0,0,1,0,0.072305895
2731733,30,6,2,4,3623.0,1192.0,1,0.33333334,0.16666667,0.5,0.16666667,1,0,0,1,0,0,0,0,0,0,0.07232164
2735633,36,2,1,4,3998.3333,849.3333,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,0,0,0.07256006
2776172,50,4,1,2,9204.394,2670.3333,1,0.25,0.0,0.5,0.0,1,0,1,0,0,0,0,0,1,0,0.072751686
2724403,50,3,0,3,2755.5,975.0,1,0.0,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.07317942
2712494,37,5,2,3,4429.6665,1473.3333,1,0.4,0.0,0.6,0.0,1,0,0,0,0,0,0,0,1,1800,0.073201254
2717563,49,2,0,4,4101.0,1040.0,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.0732075
2750602,65,3,1,3,8095.85,1235.0,1,0.33333334,0.33333334,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07340616
2667525,70,4,4,4,14892.253,3250.0,1,1.0,0.25,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.073441796
2715123,52,3,0,3,7187.0,1560.0,1,0.0,0.0,0.33333334,0.0,1,0,0,0,1,0,0,0,0,0,0.07399587
2748532,27,3,2,3,15391.0,2680.0,1,0.6666667,0.0,0.33333334,0.33333334,1,0,0,0,0,0,0,0,1,0,0.074220985
2801695,20,1,1,3,2143.5,520.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.074365005
2775682,48,3,3,2,3772.4167,821.6667,1,1.0,0.0,0.33333334,0.0,0,0,1,0,0,0,0,0,1,0,0.074455716
2730053,25,3,1,3,4243.3667,910.0,1,0.33333334,0.0,0.6666667,0.0,0,0,0,0,1,0,0,0,0,0,0.0744786
2693594,58,1,1,2,4119.0,606.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.07475554
2690514,36,1,0,3,3152.0,1116.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.074926466
2758805,38,1,1,2,5728.1665,561.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0.07502808
2771832,41,1,1,2,982.1334,151.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.075067006
2739073,47,3,2,3,32417.81,1826.3333,1,0.6666667,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.07535315
2673545,26,4,2,2,2680.6667,446.0,1,0.5,0.0,0.5,0.0,1,0,1,0,0,0,0,0,1,0,0.0754826
2748232,42,3,0,3,5150.0,2080.0,1,0.0,0.0,0.33333334,0.33333334,1,0,0,0,1,0,0,0,0,0,0.07561059
2774482,48,6,2,3,6023.5835,1408.3333,1,0.33333334,0.0,0.6666667,0.0,1,0,0,0,0,0,0,0,1,0,0.07575334
2684474,87,1,0,2,7942.7,1365.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.07608132
2766222,60,1,1,1,8876.333,1105.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.076134026
2744363,24,2,1,3,939.4,325.0,1,0.5,0.0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0.07623912
2691694,61,5,1,3,8948.333,1210.0,1,0.2,0.0,0.6,0.0,1,0,0,0,1,0,0,0,0,0,0.07626632
2665705,46,4,1,3,6493.8335,1213.3333,1,0.25,0.0,0.25,0.0,1,0,0,0,0,0,0,0,1,240,0.07643973
2687744,41,2,2,3,7454.45,1495.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0767005
2716743,42,4,1,NA,10349.75,1339.0,1,0.25,0.0,0.5,0.0,1,NA,NA,NA,0,0,0,0,1,0,0.07674579
2721303,51,1,1,2,20880.0,585.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.076854035
2749692,56,2,2,3,15526.5,2565.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07688157
2771422,29,2,2,4,4406.0,491.6667,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.076886944
2737903,29,1,1,3,2810.5,346.6667,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.076918215
2746433,67,1,1,3,2216.8167,450.0,1,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07713688
2726973,24,2,2,4,7771.7334,476.6667,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,4500,0.07721726
2746443,55,2,0,4,2823.3333,758.3333,1,0.0,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.07726813
2680274,69,1,0,4,5161.7,686.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.07727566
2721703,28,3,1,2,4503.75,1256.0,1,0.33333334,0.0,0.6666667,0.0,1,0,1,0,1,0,0,0,0,0,0.07749819
2728503,65,2,1,2,8152.3,626.6667,1,0.5,0.5,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.077566065
2743303,31,1,1,2,2259.6667,346.3333,1,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0.07823232
2713284,55,2,2,1,6281.5835,626.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.078514166
2774292,41,3,2,3,5465.75,903.3333,1,0.6666667,0.0,0.33333334,0.0,1,0,0,0,0,0,0,0,1,0,0.0786134
2710004,73,2,1,3,8575.483,866.6667,1,0.5,0.5,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07866696
2678145,40,7,4,3,9698.01,2926.6667,1,0.5714286,0.0,0.5714286,0.0,1,0,0,0,0,0,0,0,1,0,0.0787664
2792652,58,4,4,3,10676.8,2513.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07885366
2776152,72,1,0,3,4518.2334,409.6667,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.07912153
2648035,42,5,3,3,24082.55,5250.0,1,0.6,0.0,0.2,0.0,1,0,0,0,0,0,0,0,1,1200,0.07929013
2692544,31,3,2,3,6378.8335,1610.0,1,0.6666667,0.0,0.33333334,0.33333334,1,0,0,0,0,0,0,0,1,0,0.07973216
2736543,21,3,2,2,2362.4167,346.6667,1,0.6666667,0.0,0.33333334,0.33333334,1,0,1,0,0,0,0,0,1,6720,0.07991682
2730033,31,2,2,2,6008.7,476.6667,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.080289505
2687434,42,7,2,1,18839.15,1950.0,1,0.2857143,0.2857143,0.42857143,0.0,1,1,0,0,0,0,0,0,1,0,0.08035872
2751532,68,1,1,3,3350.75,1137.0,1,1.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.08043337
2681674,57,3,3,1,8867.43,585.0,1,1.0,0.33333334,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0.0806398
2750212,59,1,0,3,28565.0,1916.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,2160,0.08072452
2675555,40,2,1,3,1354.4167,108.3333,1,0.5,0.0,0.5,0.0,1,0,0,0,1,0,0,0,0,0,0.08088636
2692654,62,1,0,4,4889.467,866.6667,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08090988
2661705,40,6,2,4,7575.3335,960.0,1,0.33333334,0.0,0.6666667,0.16666667,1,0,0,1,0,0,0,0,1,700,0.08106302
2698714,33,3,2,1,8942.119,866.6667,1,0.6666667,0.0,0.33333334,0.33333334,1,1,0,0,0,0,0,0,1,0,0.081305675
2759022,65,2,1,3,7794.433,1024.3333,1,0.5,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0815192
2689244,60,2,2,1,49732.33,3520.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.0819876
2723343,23,1,1,3,6738.75,1560.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.0821767
2662425,70,2,0,4,6578.933,1040.0,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.082928464
2778065,32,4,1,2,2814.0835,760.6667,1,0.25,0.0,0.75,0.0,1,0,1,0,0,1,0,0,0,0,0.0830112
2679615,49,2,2,3,2663.0332,238.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.083256215
2678585,54,1,0,3,1246.2333,409.6667,1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.083377436
2751412,56,1,1,2,18809.0,910.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,180,0.083378606
2812173,19,1,0,2,203.3333,151.6667,2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,300,0.08363845
2736713,43,4,0,3,1676.6667,411.6667,1,0.0,0.0,0.75,0.0,1,0,0,0,1,0,0,0,0,0,0.083997
2672225,53,2,1,3,2764.3335,541.6667,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.08402134
2718093,64,2,2,4,31083.0,4740.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08417938
2679725,55,4,3,2,14394.917,885.0,1,0.75,0.0,0.25,0.0,1,0,1,0,0,0,0,0,1,60,0.084478885
2755452,28,4,2,2,5676.0,1268.0,1,0.5,0.0,0.5,0.25,1,0,1,0,0,0,0,0,1,0,0.084508784
2680674,32,5,2,4,8521.75,1534.0,1,0.4,0.0,0.6,0.0,1,0,0,1,0,0,0,0,1,0,0.084543824
2660015,76,2,0,3,22289.934,1665.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.08499068
2697784,33,4,1,4,4325.3335,780.0,1,0.25,0.0,0.5,0.25,1,0,0,1,0,0,0,0,1,0,0.085034125
2739903,75,1,1,4,2173.1667,823.3333,1,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0.08515577
2647065,42,4,3,1,5274.6,1430.0,1,0.75,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,7200,0.08518644
2783544,24,2,2,3,9870.601,1755.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.08535351
2757722,23,2,1,3,7470.75,793.0,1,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.08537619
2769532,28,1,1,3,8859.667,1941.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.0855244
2764705,39,2,0,3,3061.6667,866.6667,1,0.0,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.085583046
2709224,71,2,2,1,2578.7334,368.3333,1,1.0,0.5,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.0856029
2676115,60,2,2,2,3638.1333,1213.3333,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.08564365
2660885,70,1,0,1,9618.3,1256.6667,1,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.08566059
2696314,87,1,0,3,3244.6667,736.6667,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.085883185
2756602,31,2,2,4,9973.75,1040.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.085968934
2758872,82,1,0,3,2919.8,650.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.08599565
2780472,63,2,0,3,6660.3335,780.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.08619221
2682864,47,2,2,3,5982.75,975.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.08655052
2660205,56,2,2,1,5911.6665,303.3333,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.08658254
2793165,53,1,1,3,5109.5,953.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.08658446
2775852,46,3,2,4,11789.917,1140.0,1,0.6666667,0.0,0.33333334,0.0,1,0,0,1,0,0,0,0,1,0,0.0872041
2779845,20,1,0,3,2059.6667,476.6667,2,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.0873779
2716483,63,2,0,3,9595.2,3250.0,2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.08780266
2695684,48,2,2,1,7591.467,1213.3333,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.08804874
2692584,28,1,1,1,3799.0,866.6667,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.08824866
2778322,60,3,3,3,4390.6,433.3333,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.08827062
2669755,56,3,2,3,3016.4333,303.3333,1,0.6666667,0.0,0.33333334,0.0,1,0,0,0,1,0,0,0,0,2292,0.088433534
2751612,34,4,2,4,11707.5,1860.0,1,0.5,0.0,0.5,0.0,1,0,0,1,0,0,0,0,1,0,0.088496335
2707324,39,7,3,3,6099.1665,1263.3333,1,0.42857143,0.0,0.42857143,0.0,1,0,0,0,0,0,0,0,1,0,0.08855714
2677205,50,1,0,3,510.0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.088666305
2774622,39,5,4,3,5564.3,910.0,1,0.8,0.0,0.2,0.0,1,0,0,0,1,0,0,0,0,0,0.08870291
2745733,42,4,1,4,2278.0,866.6667,1,0.25,0.0,0.5,0.0,1,0,0,1,0,0,0,0,0,0,0.08884333
2669855,44,2,2,4,4044.5598,763.3333,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08893534
2730253,75,2,1,4,1392.5667,390.0,1,0.5,0.5,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08907813
2735333,66,2,1,4,1838.2667,346.6667,1,0.5,0.5,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08928158
2750342,19,1,0,4,1217.0,0.0,2,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08935162
2687174,72,1,0,2,3780.7,884.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.089401655
2748092,50,2,2,1,8993.55,1430.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.08952293
2761172,87,1,0,4,1383.1333,563.3333,1,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.08954591
2736443,26,1,1,2,4864.9165,749.3333,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.09006983
2766842,23,2,1,3,4737.1665,1083.3333,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1200,0.09029414
2721683,44,2,1,3,13920.25,2375.0,1,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0.09070913
2743063,51,5,3,1,4775.717,637.0,1,0.6,0.0,0.2,0.0,1,1,0,0,0,0,0,0,1,0,0.09073013
2707174,31,2,1,3,3491.4,606.6667,1,0.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.09081125
2677905,66,5,3,2,13113.283,1148.6667,1,0.6,0.4,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.0908118
2757162,69,1,0,3,8036.7,741.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9000,0.090833165
2703294,62,4,3,3,4779.8833,563.3333,1,0.75,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.09094289
2679885,79,1,1,3,1876.5834,173.3333,1,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.09100547
2649805,51,1,1,3,5869.75,351.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0.091272414
2704144,56,1,0,1,2958.0,390.0,1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.09142579
2729753,33,1,1,3,5423.6665,1170.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,346,0.091603465
2681694,64,5,1,4,9291.7,1950.0,1,0.2,0.0,0.4,0.0,1,0,0,1,1,0,0,0,0,0,0.0919087
2736013,38,3,2,1,11883.333,2713.3333,1,0.6666667,0.0,0.33333334,0.0,1,1,0,0,0,0,0,0,1,0,0.09191998
2682234,60,5,2,3,18508.3,2667.0,1,0.4,0.0,0.4,0.0,1,0,0,0,0,0,0,0,1,1620,0.091942556
2721493,49,1,1,2,9595.5,1196.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.09220825
2707074,57,1,1,4,3171.0833,520.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.09232573
2774712,82,1,0,2,3199.3333,281.6667,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.092744
2799055,20,1,1,2,4926.467,540.0,1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.09280381
2759832,49,1,1,2,7562.3335,1083.3333,2,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,2200,0.09306457
2756572,38,1,1,4,10586.55,2080.0,1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.09309034
2680324,87,2,0,2,4901.4,520.0,1,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.09311546
2759195,41,4,1,4,3708.5,1126.6667,1,0.25,0.0,0.75,0.0,1,0,0,1,0,0,0,0,1,0,0.09319917
2706054,67,2,0,2,2953.5667,498.3333,1,0.0,0.5,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.09360242
2720213,56,3,3,1,25337.75,4100.0,1,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0.094325505
